#    L    TT             EE             TE          
  1500    0.73719E+03    0.12299E+02    0.50791E+01
  1501    0.73362E+03    0.12408E+02    0.55373E+01
  1502    0.73002E+03    0.12519E+02    0.59834E+01
  1503    0.72641E+03    0.12632E+02    0.64173E+01
  1504    0.72278E+03    0.12747E+02    0.68393E+01
  1505    0.71912E+03    0.12864E+02    0.72490E+01
  1506    0.71544E+03    0.12983E+02    0.76464E+01
  1507    0.71175E+03    0.13104E+02    0.80314E+01
  1508    0.70804E+03    0.13227E+02    0.84038E+01
  1509    0.70431E+03    0.13350E+02    0.87636E+01
  1510    0.70058E+03    0.13477E+02    0.91106E+01
  1511    0.69682E+03    0.13604E+02    0.94454E+01
  1512    0.69305E+03    0.13733E+02    0.97660E+01
  1513    0.68927E+03    0.13864E+02    0.10075E+02
  1514    0.68548E+03    0.13996E+02    0.10371E+02
  1515    0.68170E+03    0.14130E+02    0.10654E+02
  1516    0.67790E+03    0.14264E+02    0.10924E+02
  1517    0.67409E+03    0.14400E+02    0.11181E+02
  1518    0.67027E+03    0.14538E+02    0.11426E+02
  1519    0.66645E+03    0.14675E+02    0.11656E+02
  1520    0.66263E+03    0.14814E+02    0.11874E+02
  1521    0.65880E+03    0.14954E+02    0.12079E+02
  1522    0.65496E+03    0.15095E+02    0.12271E+02
  1523    0.65113E+03    0.15236E+02    0.12450E+02
  1524    0.64730E+03    0.15378E+02    0.12615E+02
  1525    0.64346E+03    0.15522E+02    0.12768E+02
  1526    0.63963E+03    0.15665E+02    0.12907E+02
  1527    0.63580E+03    0.15809E+02    0.13033E+02
  1528    0.63197E+03    0.15954E+02    0.13146E+02
  1529    0.62815E+03    0.16098E+02    0.13247E+02
  1530    0.62434E+03    0.16243E+02    0.13334E+02
  1531    0.62053E+03    0.16389E+02    0.13408E+02
  1532    0.61673E+03    0.16535E+02    0.13470E+02
  1533    0.61294E+03    0.16680E+02    0.13519E+02
  1534    0.60916E+03    0.16826E+02    0.13554E+02
  1535    0.60539E+03    0.16973E+02    0.13577E+02
  1536    0.60163E+03    0.17118E+02    0.13587E+02
  1537    0.59789E+03    0.17264E+02    0.13585E+02
  1538    0.59417E+03    0.17410E+02    0.13570E+02
  1539    0.59042E+03    0.17554E+02    0.13542E+02
  1540    0.58672E+03    0.17698E+02    0.13503E+02
  1541    0.58303E+03    0.17843E+02    0.13450E+02
  1542    0.57936E+03    0.17987E+02    0.13386E+02
  1543    0.57569E+03    0.18130E+02    0.13308E+02
  1544    0.57206E+03    0.18273E+02    0.13219E+02
  1545    0.56844E+03    0.18415E+02    0.13118E+02
  1546    0.56484E+03    0.18555E+02    0.13005E+02
  1547    0.56125E+03    0.18696E+02    0.12880E+02
  1548    0.55770E+03    0.18836E+02    0.12743E+02
  1549    0.55417E+03    0.18974E+02    0.12595E+02
  1550    0.55067E+03    0.19111E+02    0.12435E+02
  1551    0.54718E+03    0.19247E+02    0.12263E+02
  1552    0.54373E+03    0.19382E+02    0.12081E+02
  1553    0.54029E+03    0.19517E+02    0.11888E+02
  1554    0.53689E+03    0.19650E+02    0.11684E+02
  1555    0.53350E+03    0.19782E+02    0.11469E+02
  1556    0.53016E+03    0.19912E+02    0.11243E+02
  1557    0.52684E+03    0.20040E+02    0.11006E+02
  1558    0.52355E+03    0.20168E+02    0.10760E+02
  1559    0.52030E+03    0.20293E+02    0.10503E+02
  1560    0.51707E+03    0.20418E+02    0.10236E+02
  1561    0.51386E+03    0.20540E+02    0.99587E+01
  1562    0.51068E+03    0.20662E+02    0.96715E+01
  1563    0.50753E+03    0.20781E+02    0.93754E+01
  1564    0.50443E+03    0.20899E+02    0.90699E+01
  1565    0.50137E+03    0.21014E+02    0.87549E+01
  1566    0.49833E+03    0.21128E+02    0.84319E+01
  1567    0.49531E+03    0.21238E+02    0.80988E+01
  1568    0.49234E+03    0.21349E+02    0.77575E+01
  1569    0.48941E+03    0.21456E+02    0.74077E+01
  1570    0.48652E+03    0.21563E+02    0.70498E+01
  1571    0.48366E+03    0.21669E+02    0.66843E+01
  1572    0.48083E+03    0.21770E+02    0.63102E+01
  1573    0.47805E+03    0.21870E+02    0.59285E+01
  1574    0.47531E+03    0.21967E+02    0.55394E+01
  1575    0.47260E+03    0.22063E+02    0.51429E+01
  1576    0.46993E+03    0.22155E+02    0.47394E+01
  1577    0.46730E+03    0.22245E+02    0.43289E+01
  1578    0.46472E+03    0.22333E+02    0.39118E+01
  1579    0.46217E+03    0.22418E+02    0.34882E+01
  1580    0.45966E+03    0.22502E+02    0.30584E+01
  1581    0.45718E+03    0.22583E+02    0.26226E+01
  1582    0.45476E+03    0.22662E+02    0.21809E+01
  1583    0.45237E+03    0.22736E+02    0.17335E+01
  1584    0.45003E+03    0.22810E+02    0.12807E+01
  1585    0.44771E+03    0.22881E+02    0.82269E+00
  1586    0.44545E+03    0.22948E+02    0.35976E+00
  1587    0.44323E+03    0.23013E+02   -0.10814E+00
  1588    0.44106E+03    0.23076E+02   -0.58062E+00
  1589    0.43892E+03    0.23136E+02   -0.10574E+01
  1590    0.43683E+03    0.23192E+02   -0.15383E+01
  1591    0.43478E+03    0.23247E+02   -0.20232E+01
  1592    0.43277E+03    0.23298E+02   -0.25116E+01
  1593    0.43081E+03    0.23347E+02   -0.30037E+01
  1594    0.42888E+03    0.23393E+02   -0.34991E+01
  1595    0.42701E+03    0.23437E+02   -0.39972E+01
  1596    0.42519E+03    0.23476E+02   -0.44982E+01
  1597    0.42339E+03    0.23514E+02   -0.50018E+01
  1598    0.42165E+03    0.23548E+02   -0.55075E+01
  1599    0.41995E+03    0.23579E+02   -0.60155E+01
  1600    0.41829E+03    0.23608E+02   -0.65254E+01
  1601    0.41668E+03    0.23634E+02   -0.70369E+01
  1602    0.41510E+03    0.23656E+02   -0.75498E+01
  1603    0.41358E+03    0.23676E+02   -0.80642E+01
  1604    0.41210E+03    0.23692E+02   -0.85799E+01
  1605    0.41066E+03    0.23706E+02   -0.90957E+01
  1606    0.40927E+03    0.23717E+02   -0.96128E+01
  1607    0.40791E+03    0.23725E+02   -0.10131E+02
  1608    0.40660E+03    0.23730E+02   -0.10648E+02
  1609    0.40534E+03    0.23731E+02   -0.11165E+02
  1610    0.40412E+03    0.23730E+02   -0.11683E+02
  1611    0.40293E+03    0.23726E+02   -0.12199E+02
  1612    0.40180E+03    0.23718E+02   -0.12715E+02
  1613    0.40069E+03    0.23708E+02   -0.13231E+02
  1614    0.39964E+03    0.23695E+02   -0.13745E+02
  1615    0.39863E+03    0.23680E+02   -0.14258E+02
  1616    0.39766E+03    0.23661E+02   -0.14769E+02
  1617    0.39673E+03    0.23639E+02   -0.15278E+02
  1618    0.39583E+03    0.23614E+02   -0.15786E+02
  1619    0.39497E+03    0.23587E+02   -0.16291E+02
  1620    0.39417E+03    0.23556E+02   -0.16795E+02
  1621    0.39340E+03    0.23522E+02   -0.17296E+02
  1622    0.39267E+03    0.23486E+02   -0.17794E+02
  1623    0.39197E+03    0.23447E+02   -0.18289E+02
  1624    0.39132E+03    0.23406E+02   -0.18781E+02
  1625    0.39071E+03    0.23361E+02   -0.19270E+02
  1626    0.39013E+03    0.23313E+02   -0.19756E+02
  1627    0.38958E+03    0.23263E+02   -0.20237E+02
  1628    0.38908E+03    0.23210E+02   -0.20716E+02
  1629    0.38861E+03    0.23154E+02   -0.21189E+02
  1630    0.38818E+03    0.23096E+02   -0.21659E+02
  1631    0.38777E+03    0.23035E+02   -0.22124E+02
  1632    0.38741E+03    0.22970E+02   -0.22585E+02
  1633    0.38709E+03    0.22904E+02   -0.23041E+02
  1634    0.38681E+03    0.22835E+02   -0.23492E+02
  1635    0.38655E+03    0.22764E+02   -0.23938E+02
  1636    0.38633E+03    0.22689E+02   -0.24379E+02
  1637    0.38614E+03    0.22612E+02   -0.24815E+02
  1638    0.38598E+03    0.22534E+02   -0.25245E+02
  1639    0.38586E+03    0.22452E+02   -0.25669E+02
  1640    0.38576E+03    0.22367E+02   -0.26088E+02
  1641    0.38569E+03    0.22281E+02   -0.26500E+02
  1642    0.38566E+03    0.22192E+02   -0.26906E+02
  1643    0.38566E+03    0.22102E+02   -0.27306E+02
  1644    0.38567E+03    0.22007E+02   -0.27701E+02
  1645    0.38572E+03    0.21911E+02   -0.28088E+02
  1646    0.38580E+03    0.21813E+02   -0.28469E+02
  1647    0.38591E+03    0.21713E+02   -0.28841E+02
  1648    0.38604E+03    0.21610E+02   -0.29208E+02
  1649    0.38620E+03    0.21506E+02   -0.29568E+02
  1650    0.38639E+03    0.21399E+02   -0.29920E+02
  1651    0.38659E+03    0.21291E+02   -0.30266E+02
  1652    0.38683E+03    0.21179E+02   -0.30603E+02
  1653    0.38709E+03    0.21066E+02   -0.30932E+02
  1654    0.38737E+03    0.20952E+02   -0.31256E+02
  1655    0.38767E+03    0.20836E+02   -0.31570E+02
  1656    0.38800E+03    0.20718E+02   -0.31876E+02
  1657    0.38833E+03    0.20598E+02   -0.32175E+02
  1658    0.38871E+03    0.20476E+02   -0.32467E+02
  1659    0.38909E+03    0.20352E+02   -0.32749E+02
  1660    0.38949E+03    0.20227E+02   -0.33023E+02
  1661    0.38992E+03    0.20100E+02   -0.33290E+02
  1662    0.39035E+03    0.19972E+02   -0.33549E+02
  1663    0.39081E+03    0.19843E+02   -0.33799E+02
  1664    0.39128E+03    0.19711E+02   -0.34040E+02
  1665    0.39177E+03    0.19578E+02   -0.34273E+02
  1666    0.39228E+03    0.19444E+02   -0.34499E+02
  1667    0.39279E+03    0.19309E+02   -0.34714E+02
  1668    0.39333E+03    0.19173E+02   -0.34922E+02
  1669    0.39387E+03    0.19035E+02   -0.35120E+02
  1670    0.39443E+03    0.18897E+02   -0.35310E+02
  1671    0.39500E+03    0.18756E+02   -0.35492E+02
  1672    0.39559E+03    0.18615E+02   -0.35665E+02
  1673    0.39617E+03    0.18473E+02   -0.35829E+02
  1674    0.39678E+03    0.18331E+02   -0.35984E+02
  1675    0.39738E+03    0.18186E+02   -0.36130E+02
  1676    0.39800E+03    0.18041E+02   -0.36267E+02
  1677    0.39863E+03    0.17896E+02   -0.36395E+02
  1678    0.39925E+03    0.17748E+02   -0.36515E+02
  1679    0.39989E+03    0.17602E+02   -0.36626E+02
  1680    0.40053E+03    0.17454E+02   -0.36727E+02
  1681    0.40118E+03    0.17304E+02   -0.36819E+02
  1682    0.40183E+03    0.17156E+02   -0.36904E+02
  1683    0.40249E+03    0.17007E+02   -0.36979E+02
  1684    0.40315E+03    0.16857E+02   -0.37045E+02
  1685    0.40381E+03    0.16706E+02   -0.37103E+02
  1686    0.40448E+03    0.16556E+02   -0.37151E+02
  1687    0.40514E+03    0.16404E+02   -0.37190E+02
  1688    0.40581E+03    0.16253E+02   -0.37221E+02
  1689    0.40647E+03    0.16103E+02   -0.37242E+02
  1690    0.40712E+03    0.15951E+02   -0.37255E+02
  1691    0.40779E+03    0.15800E+02   -0.37260E+02
  1692    0.40845E+03    0.15648E+02   -0.37255E+02
  1693    0.40911E+03    0.15496E+02   -0.37242E+02
  1694    0.40975E+03    0.15346E+02   -0.37221E+02
  1695    0.41041E+03    0.15193E+02   -0.37189E+02
  1696    0.41105E+03    0.15043E+02   -0.37151E+02
  1697    0.41168E+03    0.14892E+02   -0.37103E+02
  1698    0.41232E+03    0.14741E+02   -0.37048E+02
  1699    0.41295E+03    0.14591E+02   -0.36983E+02
  1700    0.41357E+03    0.14440E+02   -0.36911E+02
  1701    0.41417E+03    0.14291E+02   -0.36829E+02
  1702    0.41478E+03    0.14141E+02   -0.36740E+02
  1703    0.41538E+03    0.13994E+02   -0.36644E+02
  1704    0.41596E+03    0.13845E+02   -0.36539E+02
  1705    0.41654E+03    0.13698E+02   -0.36425E+02
  1706    0.41710E+03    0.13550E+02   -0.36304E+02
  1707    0.41766E+03    0.13403E+02   -0.36176E+02
  1708    0.41820E+03    0.13258E+02   -0.36040E+02
  1709    0.41874E+03    0.13113E+02   -0.35896E+02
  1710    0.41926E+03    0.12970E+02   -0.35744E+02
  1711    0.41976E+03    0.12829E+02   -0.35584E+02
  1712    0.42026E+03    0.12686E+02   -0.35418E+02
  1713    0.42074E+03    0.12545E+02   -0.35245E+02
  1714    0.42120E+03    0.12406E+02   -0.35064E+02
  1715    0.42165E+03    0.12266E+02   -0.34877E+02
  1716    0.42209E+03    0.12129E+02   -0.34682E+02
  1717    0.42251E+03    0.11992E+02   -0.34481E+02
  1718    0.42291E+03    0.11856E+02   -0.34273E+02
  1719    0.42329E+03    0.11722E+02   -0.34058E+02
  1720    0.42367E+03    0.11589E+02   -0.33838E+02
  1721    0.42403E+03    0.11458E+02   -0.33610E+02
  1722    0.42437E+03    0.11327E+02   -0.33377E+02
  1723    0.42470E+03    0.11198E+02   -0.33138E+02
  1724    0.42499E+03    0.11071E+02   -0.32893E+02
  1725    0.42528E+03    0.10944E+02   -0.32642E+02
  1726    0.42554E+03    0.10819E+02   -0.32386E+02
  1727    0.42579E+03    0.10695E+02   -0.32124E+02
  1728    0.42601E+03    0.10575E+02   -0.31856E+02
  1729    0.42623E+03    0.10455E+02   -0.31584E+02
  1730    0.42641E+03    0.10336E+02   -0.31305E+02
  1731    0.42657E+03    0.10219E+02   -0.31023E+02
  1732    0.42672E+03    0.10104E+02   -0.30734E+02
  1733    0.42684E+03    0.99905E+01   -0.30442E+02
  1734    0.42695E+03    0.98782E+01   -0.30145E+02
  1735    0.42703E+03    0.97683E+01   -0.29843E+02
  1736    0.42709E+03    0.96594E+01   -0.29538E+02
  1737    0.42713E+03    0.95535E+01   -0.29227E+02
  1738    0.42714E+03    0.94486E+01   -0.28913E+02
  1739    0.42714E+03    0.93461E+01   -0.28595E+02
  1740    0.42711E+03    0.92452E+01   -0.28274E+02
  1741    0.42707E+03    0.91459E+01   -0.27948E+02
  1742    0.42699E+03    0.90491E+01   -0.27620E+02
  1743    0.42690E+03    0.89539E+01   -0.27288E+02
  1744    0.42678E+03    0.88612E+01   -0.26954E+02
  1745    0.42664E+03    0.87693E+01   -0.26616E+02
  1746    0.42648E+03    0.86807E+01   -0.26275E+02
  1747    0.42629E+03    0.85944E+01   -0.25932E+02
  1748    0.42608E+03    0.85105E+01   -0.25586E+02
  1749    0.42584E+03    0.84276E+01   -0.25237E+02
  1750    0.42557E+03    0.83471E+01   -0.24887E+02
  1751    0.42528E+03    0.82683E+01   -0.24535E+02
  1752    0.42498E+03    0.81912E+01   -0.24180E+02
  1753    0.42465E+03    0.81157E+01   -0.23825E+02
  1754    0.42429E+03    0.80434E+01   -0.23467E+02
  1755    0.42391E+03    0.79740E+01   -0.23108E+02
  1756    0.42352E+03    0.79058E+01   -0.22747E+02
  1757    0.42309E+03    0.78399E+01   -0.22386E+02
  1758    0.42263E+03    0.77760E+01   -0.22024E+02
  1759    0.42216E+03    0.77144E+01   -0.21661E+02
  1760    0.42166E+03    0.76552E+01   -0.21296E+02
  1761    0.42114E+03    0.75982E+01   -0.20932E+02
  1762    0.42059E+03    0.75432E+01   -0.20567E+02
  1763    0.42002E+03    0.74907E+01   -0.20202E+02
  1764    0.41944E+03    0.74405E+01   -0.19837E+02
  1765    0.41881E+03    0.73923E+01   -0.19472E+02
  1766    0.41818E+03    0.73463E+01   -0.19107E+02
  1767    0.41751E+03    0.73025E+01   -0.18742E+02
  1768    0.41683E+03    0.72610E+01   -0.18378E+02
  1769    0.41612E+03    0.72217E+01   -0.18015E+02
  1770    0.41539E+03    0.71845E+01   -0.17652E+02
  1771    0.41463E+03    0.71496E+01   -0.17290E+02
  1772    0.41387E+03    0.71168E+01   -0.16930E+02
  1773    0.41306E+03    0.70861E+01   -0.16570E+02
  1774    0.41224E+03    0.70577E+01   -0.16212E+02
  1775    0.41140E+03    0.70315E+01   -0.15856E+02
  1776    0.41054E+03    0.70074E+01   -0.15500E+02
  1777    0.40965E+03    0.69855E+01   -0.15148E+02
  1778    0.40874E+03    0.69657E+01   -0.14797E+02
  1779    0.40781E+03    0.69481E+01   -0.14448E+02
  1780    0.40687E+03    0.69326E+01   -0.14101E+02
  1781    0.40591E+03    0.69192E+01   -0.13757E+02
  1782    0.40491E+03    0.69079E+01   -0.13415E+02
  1783    0.40390E+03    0.68988E+01   -0.13075E+02
  1784    0.40288E+03    0.68916E+01   -0.12738E+02
  1785    0.40183E+03    0.68866E+01   -0.12404E+02
  1786    0.40076E+03    0.68835E+01   -0.12073E+02
  1787    0.39968E+03    0.68827E+01   -0.11744E+02
  1788    0.39858E+03    0.68837E+01   -0.11421E+02
  1789    0.39746E+03    0.68867E+01   -0.11099E+02
  1790    0.39632E+03    0.68918E+01   -0.10781E+02
  1791    0.39516E+03    0.68987E+01   -0.10467E+02
  1792    0.39399E+03    0.69077E+01   -0.10156E+02
  1793    0.39279E+03    0.69185E+01   -0.98494E+01
  1794    0.39159E+03    0.69313E+01   -0.95466E+01
  1795    0.39037E+03    0.69460E+01   -0.92480E+01
  1796    0.38911E+03    0.69625E+01   -0.89527E+01
  1797    0.38786E+03    0.69808E+01   -0.86624E+01
  1798    0.38659E+03    0.70010E+01   -0.83755E+01
  1799    0.38530E+03    0.70230E+01   -0.80936E+01
  1800    0.38400E+03    0.70468E+01   -0.78165E+01
  1801    0.38269E+03    0.70723E+01   -0.75434E+01
  1802    0.38138E+03    0.70994E+01   -0.72754E+01
  1803    0.38004E+03    0.71283E+01   -0.70127E+01
  1804    0.37867E+03    0.71588E+01   -0.67538E+01
  1805    0.37730E+03    0.71911E+01   -0.65002E+01
  1806    0.37593E+03    0.72250E+01   -0.62517E+01
  1807    0.37454E+03    0.72605E+01   -0.60083E+01
  1808    0.37313E+03    0.72974E+01   -0.57698E+01
  1809    0.37172E+03    0.73357E+01   -0.55367E+01
  1810    0.37030E+03    0.73756E+01   -0.53089E+01
  1811    0.36886E+03    0.74170E+01   -0.50864E+01
  1812    0.36742E+03    0.74599E+01   -0.48694E+01
  1813    0.36597E+03    0.75041E+01   -0.46578E+01
  1814    0.36450E+03    0.75496E+01   -0.44517E+01
  1815    0.36303E+03    0.75966E+01   -0.42512E+01
  1816    0.36156E+03    0.76447E+01   -0.40564E+01
  1817    0.36007E+03    0.76941E+01   -0.38672E+01
  1818    0.35857E+03    0.77448E+01   -0.36837E+01
  1819    0.35705E+03    0.77968E+01   -0.35060E+01
  1820    0.35554E+03    0.78498E+01   -0.33341E+01
  1821    0.35404E+03    0.79040E+01   -0.31680E+01
  1822    0.35251E+03    0.79593E+01   -0.30079E+01
  1823    0.35102E+03    0.80157E+01   -0.28537E+01
  1824    0.34949E+03    0.80728E+01   -0.27053E+01
  1825    0.34796E+03    0.81308E+01   -0.25630E+01
  1826    0.34642E+03    0.81906E+01   -0.24267E+01
  1827    0.34489E+03    0.82510E+01   -0.22963E+01
  1828    0.34334E+03    0.83122E+01   -0.21721E+01
  1829    0.34180E+03    0.83733E+01   -0.20539E+01
  1830    0.34025E+03    0.84368E+01   -0.19418E+01
  1831    0.33871E+03    0.85002E+01   -0.18357E+01
  1832    0.33716E+03    0.85645E+01   -0.17358E+01
  1833    0.33561E+03    0.86295E+01   -0.16419E+01
  1834    0.33407E+03    0.86945E+01   -0.15544E+01
  1835    0.33252E+03    0.87610E+01   -0.14727E+01
  1836    0.33097E+03    0.88290E+01   -0.13974E+01
  1837    0.32942E+03    0.88955E+01   -0.13281E+01
  1838    0.32788E+03    0.89635E+01   -0.12650E+01
  1839    0.32633E+03    0.90323E+01   -0.12080E+01
  1840    0.32480E+03    0.91003E+01   -0.11572E+01
  1841    0.32326E+03    0.91698E+01   -0.11125E+01
  1842    0.32173E+03    0.92393E+01   -0.10739E+01
  1843    0.32019E+03    0.93088E+01   -0.10414E+01
  1844    0.31867E+03    0.93790E+01   -0.10149E+01
  1845    0.31717E+03    0.94492E+01   -0.99458E+00
  1846    0.31564E+03    0.95201E+01   -0.98014E+00
  1847    0.31414E+03    0.95909E+01   -0.97191E+00
  1848    0.31263E+03    0.96618E+01   -0.96952E+00
  1849    0.31113E+03    0.97326E+01   -0.97311E+00
  1850    0.30964E+03    0.98034E+01   -0.98262E+00
  1851    0.30813E+03    0.98749E+01   -0.99803E+00
  1852    0.30667E+03    0.99471E+01   -0.10193E+01
  1853    0.30518E+03    0.10018E+02   -0.10464E+01
  1854    0.30372E+03    0.10088E+02   -0.10794E+01
  1855    0.30226E+03    0.10158E+02   -0.11180E+01
  1856    0.30082E+03    0.10229E+02   -0.11621E+01
  1857    0.29938E+03    0.10300E+02   -0.12120E+01
  1858    0.29795E+03    0.10370E+02   -0.12675E+01
  1859    0.29653E+03    0.10440E+02   -0.13286E+01
  1860    0.29512E+03    0.10509E+02   -0.13950E+01
  1861    0.29373E+03    0.10579E+02   -0.14669E+01
  1862    0.29235E+03    0.10647E+02   -0.15441E+01
  1863    0.29096E+03    0.10716E+02   -0.16265E+01
  1864    0.28960E+03    0.10785E+02   -0.17142E+01
  1865    0.28824E+03    0.10853E+02   -0.18070E+01
  1866    0.28691E+03    0.10920E+02   -0.19050E+01
  1867    0.28557E+03    0.10987E+02   -0.20078E+01
  1868    0.28425E+03    0.11053E+02   -0.21157E+01
  1869    0.28295E+03    0.11118E+02   -0.22283E+01
  1870    0.28166E+03    0.11184E+02   -0.23459E+01
  1871    0.28038E+03    0.11249E+02   -0.24680E+01
  1872    0.27912E+03    0.11312E+02   -0.25950E+01
  1873    0.27787E+03    0.11376E+02   -0.27264E+01
  1874    0.27664E+03    0.11438E+02   -0.28624E+01
  1875    0.27542E+03    0.11499E+02   -0.30027E+01
  1876    0.27421E+03    0.11560E+02   -0.31473E+01
  1877    0.27302E+03    0.11621E+02   -0.32962E+01
  1878    0.27183E+03    0.11679E+02   -0.34492E+01
  1879    0.27067E+03    0.11737E+02   -0.36062E+01
  1880    0.26953E+03    0.11794E+02   -0.37673E+01
  1881    0.26840E+03    0.11850E+02   -0.39321E+01
  1882    0.26728E+03    0.11906E+02   -0.41007E+01
  1883    0.26619E+03    0.11959E+02   -0.42730E+01
  1884    0.26511E+03    0.12014E+02   -0.44489E+01
  1885    0.26405E+03    0.12066E+02   -0.46283E+01
  1886    0.26299E+03    0.12117E+02   -0.48111E+01
  1887    0.26196E+03    0.12168E+02   -0.49973E+01
  1888    0.26095E+03    0.12216E+02   -0.51866E+01
  1889    0.25995E+03    0.12264E+02   -0.53791E+01
  1890    0.25897E+03    0.12311E+02   -0.55747E+01
  1891    0.25801E+03    0.12357E+02   -0.57731E+01
  1892    0.25707E+03    0.12401E+02   -0.59744E+01
  1893    0.25614E+03    0.12445E+02   -0.61783E+01
  1894    0.25523E+03    0.12487E+02   -0.63848E+01
  1895    0.25434E+03    0.12528E+02   -0.65938E+01
  1896    0.25346E+03    0.12568E+02   -0.68054E+01
  1897    0.25262E+03    0.12606E+02   -0.70192E+01
  1898    0.25178E+03    0.12643E+02   -0.72353E+01
  1899    0.25096E+03    0.12679E+02   -0.74535E+01
  1900    0.25016E+03    0.12713E+02   -0.76737E+01
  1901    0.24938E+03    0.12746E+02   -0.78960E+01
  1902    0.24862E+03    0.12777E+02   -0.81200E+01
  1903    0.24787E+03    0.12807E+02   -0.83455E+01
  1904    0.24716E+03    0.12836E+02   -0.85721E+01
  1905    0.24644E+03    0.12863E+02   -0.88009E+01
  1906    0.24575E+03    0.12889E+02   -0.90313E+01
  1907    0.24508E+03    0.12914E+02   -0.92617E+01
  1908    0.24443E+03    0.12937E+02   -0.94944E+01
  1909    0.24379E+03    0.12958E+02   -0.97271E+01
  1910    0.24318E+03    0.12980E+02   -0.99613E+01
  1911    0.24258E+03    0.12998E+02   -0.10197E+02
  1912    0.24201E+03    0.13016E+02   -0.10432E+02
  1913    0.24145E+03    0.13031E+02   -0.10668E+02
  1914    0.24091E+03    0.13045E+02   -0.10904E+02
  1915    0.24039E+03    0.13059E+02   -0.11141E+02
  1916    0.23988E+03    0.13070E+02   -0.11378E+02
  1917    0.23940E+03    0.13079E+02   -0.11615E+02
  1918    0.23893E+03    0.13088E+02   -0.11853E+02
  1919    0.23848E+03    0.13095E+02   -0.12090E+02
  1920    0.23805E+03    0.13100E+02   -0.12328E+02
  1921    0.23763E+03    0.13104E+02   -0.12564E+02
  1922    0.23724E+03    0.13106E+02   -0.12800E+02
  1923    0.23686E+03    0.13107E+02   -0.13036E+02
  1924    0.23649E+03    0.13107E+02   -0.13271E+02
  1925    0.23615E+03    0.13104E+02   -0.13506E+02
  1926    0.23582E+03    0.13100E+02   -0.13740E+02
  1927    0.23549E+03    0.13096E+02   -0.13974E+02
  1928    0.23521E+03    0.13089E+02   -0.14204E+02
  1929    0.23492E+03    0.13082E+02   -0.14435E+02
  1930    0.23466E+03    0.13072E+02   -0.14664E+02
  1931    0.23442E+03    0.13060E+02   -0.14892E+02
  1932    0.23419E+03    0.13048E+02   -0.15118E+02
  1933    0.23398E+03    0.13034E+02   -0.15343E+02
  1934    0.23378E+03    0.13019E+02   -0.15566E+02
  1935    0.23360E+03    0.13001E+02   -0.15788E+02
  1936    0.23343E+03    0.12984E+02   -0.16008E+02
  1937    0.23328E+03    0.12962E+02   -0.16225E+02
  1938    0.23314E+03    0.12941E+02   -0.16441E+02
  1939    0.23302E+03    0.12918E+02   -0.16654E+02
  1940    0.23291E+03    0.12894E+02   -0.16866E+02
  1941    0.23282E+03    0.12869E+02   -0.17075E+02
  1942    0.23274E+03    0.12841E+02   -0.17281E+02
  1943    0.23268E+03    0.12813E+02   -0.17486E+02
  1944    0.23263E+03    0.12782E+02   -0.17688E+02
  1945    0.23258E+03    0.12752E+02   -0.17886E+02
  1946    0.23256E+03    0.12719E+02   -0.18082E+02
  1947    0.23253E+03    0.12685E+02   -0.18275E+02
  1948    0.23254E+03    0.12650E+02   -0.18466E+02
  1949    0.23255E+03    0.12612E+02   -0.18653E+02
  1950    0.23257E+03    0.12575E+02   -0.18838E+02
  1951    0.23261E+03    0.12536E+02   -0.19018E+02
  1952    0.23266E+03    0.12495E+02   -0.19196E+02
  1953    0.23272E+03    0.12453E+02   -0.19370E+02
  1954    0.23279E+03    0.12410E+02   -0.19541E+02
  1955    0.23287E+03    0.12365E+02   -0.19710E+02
  1956    0.23296E+03    0.12320E+02   -0.19874E+02
  1957    0.23309E+03    0.12272E+02   -0.20035E+02
  1958    0.23317E+03    0.12224E+02   -0.20192E+02
  1959    0.23330E+03    0.12175E+02   -0.20346E+02
  1960    0.23342E+03    0.12125E+02   -0.20497E+02
  1961    0.23357E+03    0.12074E+02   -0.20644E+02
  1962    0.23371E+03    0.12021E+02   -0.20786E+02
  1963    0.23387E+03    0.11968E+02   -0.20925E+02
  1964    0.23404E+03    0.11913E+02   -0.21060E+02
  1965    0.23422E+03    0.11857E+02   -0.21191E+02
  1966    0.23440E+03    0.11799E+02   -0.21319E+02
  1967    0.23459E+03    0.11742E+02   -0.21443E+02
  1968    0.23478E+03    0.11682E+02   -0.21562E+02
  1969    0.23499E+03    0.11622E+02   -0.21678E+02
  1970    0.23520E+03    0.11563E+02   -0.21790E+02
  1971    0.23541E+03    0.11501E+02   -0.21898E+02
  1972    0.23563E+03    0.11438E+02   -0.22001E+02
  1973    0.23586E+03    0.11375E+02   -0.22100E+02
  1974    0.23610E+03    0.11311E+02   -0.22196E+02
  1975    0.23634E+03    0.11246E+02   -0.22288E+02
  1976    0.23658E+03    0.11179E+02   -0.22375E+02
  1977    0.23683E+03    0.11113E+02   -0.22458E+02
  1978    0.23709E+03    0.11046E+02   -0.22537E+02
  1979    0.23735E+03    0.10977E+02   -0.22611E+02
  1980    0.23761E+03    0.10909E+02   -0.22682E+02
  1981    0.23787E+03    0.10839E+02   -0.22748E+02
  1982    0.23814E+03    0.10769E+02   -0.22810E+02
  1983    0.23841E+03    0.10697E+02   -0.22869E+02
  1984    0.23869E+03    0.10626E+02   -0.22922E+02
