#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.476256E+00   0.302234E+06   0.300712E+06   0.480334E-01  -0.349360E-01   0.000000E+00   0.301995E+06   0.301995E+06   0.301995E+06  -0.710938E-02   0.156913E+06   0.156893E+06   0.142634E-01
   0.481621E+00   0.296995E+06   0.295496E+06   0.461550E-01  -0.335699E-01   0.000000E+00   0.296759E+06   0.296759E+06   0.296759E+06  -0.698614E-02   0.154193E+06   0.154173E+06   0.138829E-01
   0.486985E+00   0.291920E+06   0.290445E+06   0.443723E-01  -0.322733E-01   0.000000E+00   0.291688E+06   0.291688E+06   0.291688E+06  -0.686676E-02   0.151558E+06   0.151539E+06   0.135074E-01
   0.492350E+00   0.287011E+06   0.285561E+06   0.426807E-01  -0.310429E-01   0.000000E+00   0.286783E+06   0.286783E+06   0.286783E+06  -0.675129E-02   0.149010E+06   0.148990E+06   0.131364E-01
   0.497714E+00   0.282267E+06   0.280842E+06   0.410754E-01  -0.298753E-01   0.000000E+00   0.282044E+06   0.282044E+06   0.282044E+06  -0.663971E-02   0.146547E+06   0.146528E+06   0.127718E-01
   0.503078E+00   0.277675E+06   0.276276E+06   0.395500E-01  -0.287659E-01   0.000000E+00   0.277455E+06   0.277455E+06   0.277455E+06  -0.653169E-02   0.144163E+06   0.144144E+06   0.124168E-01
   0.508443E+00   0.273210E+06   0.271835E+06   0.380973E-01  -0.277092E-01   0.000000E+00   0.272994E+06   0.272994E+06   0.272994E+06  -0.642666E-02   0.141845E+06   0.141826E+06   0.120744E-01
   0.513807E+00   0.268851E+06   0.267501E+06   0.367109E-01  -0.267008E-01   0.000000E+00   0.268639E+06   0.268639E+06   0.268639E+06  -0.632415E-02   0.139582E+06   0.139564E+06   0.117471E-01
   0.519172E+00   0.264590E+06   0.263263E+06   0.353863E-01  -0.257374E-01   0.000000E+00   0.264382E+06   0.264382E+06   0.264382E+06  -0.622393E-02   0.137370E+06   0.137352E+06   0.114362E-01
   0.533455E+00   0.253669E+06   0.252395E+06   0.321333E-01  -0.233714E-01   0.000000E+00   0.253469E+06   0.253469E+06   0.253469E+06  -0.596702E-02   0.131700E+06   0.131683E+06   0.106832E-01
   0.554790E+00   0.238555E+06   0.237353E+06   0.279391E-01  -0.203209E-01   0.000000E+00   0.238366E+06   0.238366E+06   0.238366E+06  -0.561147E-02   0.123853E+06   0.123836E+06   0.968701E-02
   0.576979E+00   0.224410E+06   0.223282E+06   0.242999E-01  -0.176740E-01   0.000000E+00   0.224233E+06   0.224233E+06   0.224233E+06  -0.527876E-02   0.116509E+06   0.116494E+06   0.875504E-02
   0.600055E+00   0.211037E+06   0.209976E+06   0.211280E-01  -0.153670E-01   0.000000E+00   0.210870E+06   0.210870E+06   0.210870E+06  -0.496418E-02   0.109566E+06   0.109552E+06   0.792114E-02
   0.624054E+00   0.198377E+06   0.197379E+06   0.183623E-01  -0.133555E-01   0.000000E+00   0.198220E+06   0.198220E+06   0.198220E+06  -0.466638E-02   0.102993E+06   0.102980E+06   0.717084E-02
   0.649013E+00   0.186478E+06   0.185541E+06   0.159589E-01  -0.116074E-01   0.000000E+00   0.186331E+06   0.186331E+06   0.186331E+06  -0.438650E-02   0.968158E+05   0.968031E+05   0.648292E-02
   0.810519E+00   0.130794E+06   0.130136E+06   0.717699E-02  -0.522004E-02   0.000000E+00   0.130690E+06   0.130690E+06   0.130690E+06  -0.307664E-02   0.679055E+05   0.678966E+05   0.366504E-02
   0.101222E+01   0.911994E+05   0.907410E+05   0.320868E-02  -0.233378E-02   0.000000E+00   0.911274E+05   0.911274E+05   0.911274E+05  -0.214527E-02   0.473489E+05   0.473426E+05   0.206739E-02
   0.126410E+01   0.632550E+05   0.629370E+05   0.142694E-02  -0.103787E-02   0.000000E+00   0.632050E+05   0.632050E+05   0.632050E+05  -0.148794E-02   0.328407E+05   0.328363E+05   0.116675E-02
   0.157868E+01   0.436639E+05   0.434443E+05   0.631556E-03  -0.459358E-03   0.000000E+00   0.436294E+05   0.436294E+05   0.436294E+05  -0.102710E-02   0.226694E+05   0.226663E+05   0.661035E-03
   0.197153E+01   0.300105E+05   0.298594E+05   0.278316E-03  -0.202434E-03   0.000000E+00   0.299868E+05   0.299868E+05   0.299868E+05  -0.705932E-03   0.155809E+05   0.155786E+05   0.377705E-03
   0.246214E+01   0.205459E+05   0.204423E+05   0.122169E-03  -0.888623E-04   0.000000E+00   0.205296E+05   0.205296E+05   0.205296E+05  -0.483297E-03   0.106670E+05   0.106654E+05   0.218972E-03
   0.307484E+01   0.140163E+05   0.139454E+05   0.534364E-04  -0.388694E-04   0.000000E+00   0.140051E+05   0.140051E+05   0.140051E+05  -0.329701E-03   0.727695E+04   0.727575E+04   0.129776E-03
   0.384001E+01   0.953091E+04   0.948250E+04   0.232970E-04  -0.169470E-04   0.000000E+00   0.952330E+04   0.952330E+04   0.952330E+04  -0.224192E-03   0.494823E+04   0.494732E+04   0.792962E-04
   0.479559E+01   0.646176E+04   0.642872E+04   0.101267E-04  -0.736711E-05   0.000000E+00   0.645657E+04   0.645657E+04   0.645657E+04  -0.151997E-03   0.335479E+04   0.335407E+04   0.503614E-04
   0.598897E+01   0.436911E+04   0.434653E+04   0.438975E-05  -0.319396E-05   0.000000E+00   0.436556E+04   0.436556E+04   0.436556E+04  -0.102772E-03   0.226832E+04   0.226772E+04   0.334423E-04
   0.747932E+01   0.294682E+04   0.293135E+04   0.189805E-05  -0.138129E-05   0.000000E+00   0.294439E+04   0.294439E+04   0.294439E+04  -0.693152E-04   0.152990E+04   0.152938E+04   0.232631E-04
   0.934054E+01   0.198299E+04   0.197232E+04   0.818728E-06  -0.596015E-06   0.000000E+00   0.198132E+04   0.198132E+04   0.198132E+04  -0.466430E-04   0.102950E+04   0.102902E+04   0.169061E-04
   0.116649E+02   0.133159E+04   0.132414E+04   0.352360E-06  -0.256639E-06   0.000000E+00   0.133042E+04   0.133042E+04   0.133042E+04  -0.313199E-04   0.691297E+03   0.690851E+03   0.127552E-04
   0.145677E+02   0.892408E+03   0.887132E+03   0.151314E-06  -0.110295E-06   0.000000E+00   0.891579E+03   0.891579E+03   0.891579E+03  -0.209890E-04   0.463283E+03   0.462850E+03   0.991102E-05
   0.181929E+02   0.596980E+03   0.593151E+03   0.648361E-07  -0.473176E-07   0.000000E+00   0.596379E+03   0.596379E+03   0.596379E+03  -0.140396E-04   0.309901E+03   0.309471E+03   0.786871E-05
   0.227202E+02   0.398663E+03   0.395794E+03   0.277177E-07  -0.202670E-07   0.000000E+00   0.398212E+03   0.398212E+03   0.398212E+03  -0.937449E-05   0.206937E+03   0.206505E+03   0.634031E-05
   0.283740E+02   0.265789E+03   0.263553E+03   0.118195E-07  -0.866805E-08   0.000000E+00   0.265438E+03   0.265438E+03   0.265438E+03  -0.624879E-05   0.137949E+03   0.137511E+03   0.515764E-05
   0.354349E+02   0.176920E+03   0.175096E+03   0.502514E-08  -0.370240E-08   0.000000E+00   0.176633E+03   0.176633E+03   0.176633E+03  -0.415820E-05   0.918086E+02   0.913604E+02   0.421911E-05
