#    L    TT             EE             TE          
  1016    0.10288E+04    0.42582E+02   -0.46335E+02
  1017    0.10290E+04    0.42421E+02   -0.47654E+02
  1018    0.10292E+04    0.42252E+02   -0.48957E+02
  1019    0.10296E+04    0.42080E+02   -0.50244E+02
  1020    0.10301E+04    0.41901E+02   -0.51514E+02
  1021    0.10308E+04    0.41716E+02   -0.52767E+02
  1022    0.10315E+04    0.41527E+02   -0.54002E+02
  1023    0.10324E+04    0.41333E+02   -0.55216E+02
  1024    0.10333E+04    0.41132E+02   -0.56413E+02
  1025    0.10344E+04    0.40928E+02   -0.57588E+02
  1026    0.10358E+04    0.40718E+02   -0.58745E+02
  1027    0.10371E+04    0.40505E+02   -0.59881E+02
  1028    0.10385E+04    0.40287E+02   -0.60996E+02
  1029    0.10400E+04    0.40063E+02   -0.62091E+02
  1030    0.10416E+04    0.39836E+02   -0.63165E+02
  1031    0.10431E+04    0.39604E+02   -0.64215E+02
  1032    0.10450E+04    0.39366E+02   -0.65247E+02
  1033    0.10468E+04    0.39125E+02   -0.66256E+02
  1034    0.10489E+04    0.38881E+02   -0.67241E+02
  1035    0.10510E+04    0.38632E+02   -0.68205E+02
  1036    0.10531E+04    0.38378E+02   -0.69146E+02
  1037    0.10554E+04    0.38121E+02   -0.70064E+02
  1038    0.10578E+04    0.37861E+02   -0.70958E+02
  1039    0.10603E+04    0.37597E+02   -0.71825E+02
  1040    0.10627E+04    0.37329E+02   -0.72670E+02
  1041    0.10653E+04    0.37058E+02   -0.73488E+02
  1042    0.10680E+04    0.36783E+02   -0.74283E+02
  1043    0.10707E+04    0.36506E+02   -0.75051E+02
  1044    0.10736E+04    0.36224E+02   -0.75796E+02
  1045    0.10764E+04    0.35942E+02   -0.76516E+02
  1046    0.10793E+04    0.35655E+02   -0.77206E+02
  1047    0.10824E+04    0.35365E+02   -0.77880E+02
  1048    0.10854E+04    0.35073E+02   -0.78522E+02
  1049    0.10885E+04    0.34779E+02   -0.79134E+02
  1050    0.10916E+04    0.34481E+02   -0.79721E+02
  1051    0.10949E+04    0.34182E+02   -0.80285E+02
  1052    0.10982E+04    0.33880E+02   -0.80818E+02
  1053    0.11014E+04    0.33576E+02   -0.81327E+02
  1054    0.11047E+04    0.33271E+02   -0.81813E+02
  1055    0.11080E+04    0.32964E+02   -0.82267E+02
  1056    0.11114E+04    0.32655E+02   -0.82698E+02
  1057    0.11149E+04    0.32345E+02   -0.83097E+02
  1058    0.11185E+04    0.32034E+02   -0.83473E+02
  1059    0.11220E+04    0.31720E+02   -0.83818E+02
  1060    0.11256E+04    0.31405E+02   -0.84139E+02
  1061    0.11291E+04    0.31091E+02   -0.84429E+02
  1062    0.11328E+04    0.30774E+02   -0.84695E+02
  1063    0.11363E+04    0.30458E+02   -0.84930E+02
  1064    0.11399E+04    0.30140E+02   -0.85149E+02
  1065    0.11435E+04    0.29821E+02   -0.85337E+02
  1066    0.11471E+04    0.29502E+02   -0.85494E+02
  1067    0.11508E+04    0.29183E+02   -0.85620E+02
  1068    0.11545E+04    0.28864E+02   -0.85722E+02
  1069    0.11581E+04    0.28545E+02   -0.85809E+02
  1070    0.11619E+04    0.28225E+02   -0.85864E+02
  1071    0.11654E+04    0.27907E+02   -0.85888E+02
  1072    0.11691E+04    0.27588E+02   -0.85881E+02
  1073    0.11728E+04    0.27269E+02   -0.85850E+02
  1074    0.11764E+04    0.26952E+02   -0.85796E+02
  1075    0.11801E+04    0.26634E+02   -0.85718E+02
  1076    0.11836E+04    0.26317E+02   -0.85609E+02
  1077    0.11873E+04    0.26002E+02   -0.85485E+02
  1078    0.11908E+04    0.25688E+02   -0.85314E+02
  1079    0.11943E+04    0.25374E+02   -0.85135E+02
  1080    0.11979E+04    0.25061E+02   -0.84932E+02
  1081    0.12013E+04    0.24751E+02   -0.84698E+02
  1082    0.12048E+04    0.24442E+02   -0.84440E+02
  1083    0.12082E+04    0.24134E+02   -0.84159E+02
  1084    0.12117E+04    0.23828E+02   -0.83855E+02
  1085    0.12150E+04    0.23524E+02   -0.83519E+02
  1086    0.12184E+04    0.23223E+02   -0.83175E+02
  1087    0.12216E+04    0.22923E+02   -0.82785E+02
  1088    0.12249E+04    0.22624E+02   -0.82387E+02
  1089    0.12281E+04    0.22329E+02   -0.81957E+02
  1090    0.12312E+04    0.22036E+02   -0.81519E+02
  1091    0.12343E+04    0.21745E+02   -0.81043E+02
  1092    0.12374E+04    0.21456E+02   -0.80551E+02
  1093    0.12404E+04    0.21171E+02   -0.80035E+02
  1094    0.12432E+04    0.20888E+02   -0.79503E+02
  1095    0.12462E+04    0.20610E+02   -0.78955E+02
  1096    0.12490E+04    0.20332E+02   -0.78376E+02
  1097    0.12518E+04    0.20058E+02   -0.77774E+02
  1098    0.12545E+04    0.19789E+02   -0.77155E+02
  1099    0.12572E+04    0.19522E+02   -0.76521E+02
  1100    0.12597E+04    0.19260E+02   -0.75863E+02
  1101    0.12622E+04    0.18999E+02   -0.75187E+02
  1102    0.12648E+04    0.18743E+02   -0.74491E+02
  1103    0.12672E+04    0.18491E+02   -0.73777E+02
  1104    0.12695E+04    0.18243E+02   -0.73045E+02
  1105    0.12717E+04    0.17999E+02   -0.72295E+02
  1106    0.12739E+04    0.17758E+02   -0.71528E+02
  1107    0.12760E+04    0.17521E+02   -0.70744E+02
  1108    0.12780E+04    0.17288E+02   -0.69944E+02
  1109    0.12799E+04    0.17057E+02   -0.69128E+02
  1110    0.12818E+04    0.16833E+02   -0.68297E+02
  1111    0.12835E+04    0.16613E+02   -0.67450E+02
  1112    0.12853E+04    0.16397E+02   -0.66589E+02
  1113    0.12868E+04    0.16186E+02   -0.65713E+02
  1114    0.12883E+04    0.15979E+02   -0.64825E+02
  1115    0.12898E+04    0.15777E+02   -0.63923E+02
  1116    0.12912E+04    0.15579E+02   -0.63008E+02
  1117    0.12924E+04    0.15387E+02   -0.62082E+02
  1118    0.12936E+04    0.15199E+02   -0.61142E+02
  1119    0.12947E+04    0.15016E+02   -0.60192E+02
  1120    0.12957E+04    0.14838E+02   -0.59231E+02
  1121    0.12967E+04    0.14665E+02   -0.58258E+02
  1122    0.12975E+04    0.14496E+02   -0.57276E+02
  1123    0.12982E+04    0.14334E+02   -0.56285E+02
  1124    0.12989E+04    0.14176E+02   -0.55284E+02
  1125    0.12994E+04    0.14023E+02   -0.54274E+02
  1126    0.12999E+04    0.13875E+02   -0.53257E+02
  1127    0.13002E+04    0.13732E+02   -0.52232E+02
  1128    0.13005E+04    0.13595E+02   -0.51201E+02
  1129    0.13007E+04    0.13464E+02   -0.50162E+02
  1130    0.13007E+04    0.13338E+02   -0.49117E+02
  1131    0.13008E+04    0.13216E+02   -0.48068E+02
  1132    0.13007E+04    0.13101E+02   -0.47012E+02
  1133    0.13004E+04    0.12991E+02   -0.45952E+02
  1134    0.13001E+04    0.12886E+02   -0.44888E+02
  1135    0.12997E+04    0.12787E+02   -0.43820E+02
  1136    0.12992E+04    0.12693E+02   -0.42750E+02
  1137    0.12986E+04    0.12605E+02   -0.41675E+02
  1138    0.12980E+04    0.12523E+02   -0.40600E+02
  1139    0.12972E+04    0.12445E+02   -0.39521E+02
  1140    0.12963E+04    0.12374E+02   -0.38442E+02
  1141    0.12953E+04    0.12307E+02   -0.37362E+02
  1142    0.12943E+04    0.12247E+02   -0.36282E+02
  1143    0.12931E+04    0.12192E+02   -0.35203E+02
  1144    0.12918E+04    0.12142E+02   -0.34124E+02
  1145    0.12905E+04    0.12099E+02   -0.33046E+02
  1146    0.12890E+04    0.12060E+02   -0.31970E+02
  1147    0.12875E+04    0.12028E+02   -0.30896E+02
  1148    0.12858E+04    0.12001E+02   -0.29825E+02
  1149    0.12841E+04    0.11979E+02   -0.28757E+02
  1150    0.12822E+04    0.11963E+02   -0.27692E+02
  1151    0.12803E+04    0.11953E+02   -0.26632E+02
  1152    0.12782E+04    0.11948E+02   -0.25576E+02
  1153    0.12762E+04    0.11949E+02   -0.24525E+02
  1154    0.12740E+04    0.11955E+02   -0.23479E+02
  1155    0.12717E+04    0.11967E+02   -0.22439E+02
  1156    0.12693E+04    0.11984E+02   -0.21406E+02
  1157    0.12668E+04    0.12006E+02   -0.20378E+02
  1158    0.12643E+04    0.12034E+02   -0.19358E+02
  1159    0.12617E+04    0.12067E+02   -0.18346E+02
  1160    0.12589E+04    0.12105E+02   -0.17342E+02
  1161    0.12561E+04    0.12149E+02   -0.16346E+02
  1162    0.12532E+04    0.12198E+02   -0.15359E+02
  1163    0.12502E+04    0.12252E+02   -0.14381E+02
  1164    0.12472E+04    0.12312E+02   -0.13413E+02
  1165    0.12440E+04    0.12376E+02   -0.12454E+02
  1166    0.12407E+04    0.12445E+02   -0.11507E+02
  1167    0.12375E+04    0.12520E+02   -0.10570E+02
  1168    0.12341E+04    0.12599E+02   -0.96431E+01
  1169    0.12307E+04    0.12683E+02   -0.87297E+01
  1170    0.12272E+04    0.12772E+02   -0.78266E+01
  1171    0.12236E+04    0.12866E+02   -0.69367E+01
  1172    0.12199E+04    0.12965E+02   -0.60593E+01
  1173    0.12162E+04    0.13068E+02   -0.51945E+01
  1174    0.12124E+04    0.13175E+02   -0.43435E+01
  1175    0.12085E+04    0.13287E+02   -0.35060E+01
  1176    0.12045E+04    0.13403E+02   -0.26830E+01
  1177    0.12005E+04    0.13525E+02   -0.18739E+01
  1178    0.11964E+04    0.13649E+02   -0.10795E+01
  1179    0.11923E+04    0.13780E+02   -0.30001E+00
  1180    0.11881E+04    0.13915E+02    0.46425E+00
  1181    0.11839E+04    0.14052E+02    0.12130E+01
  1182    0.11795E+04    0.14194E+02    0.19458E+01
  1183    0.11752E+04    0.14340E+02    0.26626E+01
  1184    0.11707E+04    0.14489E+02    0.33630E+01
  1185    0.11663E+04    0.14643E+02    0.40468E+01
  1186    0.11617E+04    0.14801E+02    0.47136E+01
  1187    0.11572E+04    0.14962E+02    0.53633E+01
  1188    0.11526E+04    0.15126E+02    0.59954E+01
  1189    0.11479E+04    0.15294E+02    0.66100E+01
  1190    0.11432E+04    0.15464E+02    0.72066E+01
  1191    0.11384E+04    0.15639E+02    0.77854E+01
  1192    0.11336E+04    0.15817E+02    0.83458E+01
  1193    0.11288E+04    0.15997E+02    0.88878E+01
  1194    0.11239E+04    0.16181E+02    0.94112E+01
  1195    0.11190E+04    0.16368E+02    0.99159E+01
  1196    0.11140E+04    0.16558E+02    0.10401E+02
  1197    0.11090E+04    0.16750E+02    0.10868E+02
  1198    0.11040E+04    0.16945E+02    0.11314E+02
  1199    0.10990E+04    0.17142E+02    0.11742E+02
  1200    0.10939E+04    0.17343E+02    0.12150E+02
  1201    0.10888E+04    0.17544E+02    0.12537E+02
  1202    0.10836E+04    0.17750E+02    0.12905E+02
  1203    0.10785E+04    0.17956E+02    0.13253E+02
  1204    0.10733E+04    0.18165E+02    0.13581E+02
  1205    0.10681E+04    0.18375E+02    0.13889E+02
  1206    0.10629E+04    0.18588E+02    0.14176E+02
  1207    0.10578E+04    0.18802E+02    0.14443E+02
  1208    0.10525E+04    0.19019E+02    0.14690E+02
  1209    0.10473E+04    0.19236E+02    0.14917E+02
  1210    0.10420E+04    0.19454E+02    0.15122E+02
  1211    0.10368E+04    0.19675E+02    0.15307E+02
  1212    0.10315E+04    0.19897E+02    0.15473E+02
  1213    0.10262E+04    0.20119E+02    0.15618E+02
  1214    0.10210E+04    0.20343E+02    0.15742E+02
  1215    0.10158E+04    0.20567E+02    0.15846E+02
  1216    0.10106E+04    0.20793E+02    0.15929E+02
  1217    0.10052E+04    0.21019E+02    0.15993E+02
  1218    0.99996E+03    0.21247E+02    0.16035E+02
  1219    0.99465E+03    0.21474E+02    0.16059E+02
  1220    0.98942E+03    0.21702E+02    0.16061E+02
  1221    0.98419E+03    0.21929E+02    0.16043E+02
  1222    0.97896E+03    0.22158E+02    0.16004E+02
  1223    0.97373E+03    0.22387E+02    0.15947E+02
  1224    0.96850E+03    0.22615E+02    0.15868E+02
  1225    0.96334E+03    0.22843E+02    0.15770E+02
  1226    0.95818E+03    0.23071E+02    0.15652E+02
  1227    0.95310E+03    0.23299E+02    0.15514E+02
  1228    0.94794E+03    0.23526E+02    0.15357E+02
  1229    0.94285E+03    0.23753E+02    0.15180E+02
  1230    0.93762E+03    0.23979E+02    0.14984E+02
  1231    0.93254E+03    0.24205E+02    0.14769E+02
  1232    0.92746E+03    0.24429E+02    0.14535E+02
  1233    0.92253E+03    0.24654E+02    0.14282E+02
  1234    0.91752E+03    0.24876E+02    0.14010E+02
  1235    0.91282E+03    0.25098E+02    0.13720E+02
  1236    0.90796E+03    0.25318E+02    0.13412E+02
  1237    0.90311E+03    0.25537E+02    0.13085E+02
  1238    0.89834E+03    0.25755E+02    0.12739E+02
  1239    0.89356E+03    0.25970E+02    0.12376E+02
  1240    0.88879E+03    0.26185E+02    0.11995E+02
  1241    0.88417E+03    0.26398E+02    0.11597E+02
  1242    0.87948E+03    0.26610E+02    0.11183E+02
  1243    0.87486E+03    0.26818E+02    0.10750E+02
  1244    0.87032E+03    0.27026E+02    0.10301E+02
  1245    0.86586E+03    0.27232E+02    0.98353E+01
  1246    0.86140E+03    0.27434E+02    0.93546E+01
  1247    0.85694E+03    0.27635E+02    0.88571E+01
  1248    0.85256E+03    0.27833E+02    0.83434E+01
  1249    0.84826E+03    0.28030E+02    0.78146E+01
  1250    0.84404E+03    0.28224E+02    0.72705E+01
  1251    0.83982E+03    0.28414E+02    0.67111E+01
  1252    0.83575E+03    0.28604E+02    0.61368E+01
  1253    0.83161E+03    0.28789E+02    0.55483E+01
  1254    0.82755E+03    0.28971E+02    0.49456E+01
  1255    0.82356E+03    0.29152E+02    0.43289E+01
  1256    0.81973E+03    0.29328E+02    0.36989E+01
  1257    0.81591E+03    0.29502E+02    0.30557E+01
  1258    0.81208E+03    0.29672E+02    0.23996E+01
  1259    0.80834E+03    0.29840E+02    0.17309E+01
  1260    0.80467E+03    0.30004E+02    0.10502E+01
  1261    0.80109E+03    0.30165E+02    0.35749E+00
  1262    0.79758E+03    0.30323E+02   -0.34654E+00
  1263    0.79415E+03    0.30477E+02   -0.10619E+01
  1264    0.79072E+03    0.30628E+02   -0.17883E+01
  1265    0.78745E+03    0.30775E+02   -0.25251E+01
  1266    0.78418E+03    0.30919E+02   -0.32720E+01
  1267    0.78099E+03    0.31058E+02   -0.40288E+01
  1268    0.77788E+03    0.31196E+02   -0.47952E+01
  1269    0.77486E+03    0.31327E+02   -0.55703E+01
  1270    0.77189E+03    0.31455E+02   -0.63551E+01
  1271    0.76901E+03    0.31580E+02   -0.71478E+01
  1272    0.76619E+03    0.31701E+02   -0.79484E+01
  1273    0.76342E+03    0.31817E+02   -0.87569E+01
  1274    0.76074E+03    0.31929E+02   -0.95726E+01
  1275    0.75813E+03    0.32037E+02   -0.10395E+02
  1276    0.75558E+03    0.32142E+02   -0.11224E+02
  1277    0.75311E+03    0.32242E+02   -0.12058E+02
  1278    0.75072E+03    0.32338E+02   -0.12899E+02
  1279    0.74840E+03    0.32429E+02   -0.13745E+02
  1280    0.74617E+03    0.32517E+02   -0.14597E+02
  1281    0.74400E+03    0.32600E+02   -0.15452E+02
  1282    0.74192E+03    0.32679E+02   -0.16312E+02
  1283    0.73991E+03    0.32753E+02   -0.17176E+02
  1284    0.73798E+03    0.32823E+02   -0.18044E+02
  1285    0.73611E+03    0.32889E+02   -0.18914E+02
  1286    0.73432E+03    0.32950E+02   -0.19788E+02
  1287    0.73261E+03    0.33006E+02   -0.20663E+02
  1288    0.73099E+03    0.33058E+02   -0.21541E+02
  1289    0.72943E+03    0.33106E+02   -0.22419E+02
  1290    0.72795E+03    0.33148E+02   -0.23299E+02
  1291    0.72655E+03    0.33187E+02   -0.24181E+02
  1292    0.72522E+03    0.33219E+02   -0.25063E+02
  1293    0.72396E+03    0.33249E+02   -0.25945E+02
  1294    0.72279E+03    0.33274E+02   -0.26825E+02
  1295    0.72169E+03    0.33293E+02   -0.27706E+02
  1296    0.72066E+03    0.33309E+02   -0.28584E+02
  1297    0.71971E+03    0.33320E+02   -0.29462E+02
  1298    0.71883E+03    0.33327E+02   -0.30338E+02
  1299    0.71802E+03    0.33328E+02   -0.31212E+02
  1300    0.71729E+03    0.33325E+02   -0.32083E+02
  1301    0.71664E+03    0.33318E+02   -0.32950E+02
  1302    0.71606E+03    0.33305E+02   -0.33814E+02
  1303    0.71555E+03    0.33288E+02   -0.34676E+02
  1304    0.71511E+03    0.33267E+02   -0.35532E+02
  1305    0.71474E+03    0.33241E+02   -0.36385E+02
  1306    0.71444E+03    0.33211E+02   -0.37233E+02
  1307    0.71422E+03    0.33176E+02   -0.38074E+02
  1308    0.71406E+03    0.33136E+02   -0.38912E+02
  1309    0.71397E+03    0.33091E+02   -0.39743E+02
  1310    0.71395E+03    0.33043E+02   -0.40568E+02
  1311    0.71399E+03    0.32990E+02   -0.41387E+02
  1312    0.71413E+03    0.32933E+02   -0.42199E+02
  1313    0.71431E+03    0.32871E+02   -0.43004E+02
  1314    0.71456E+03    0.32805E+02   -0.43800E+02
  1315    0.71487E+03    0.32735E+02   -0.44589E+02
  1316    0.71525E+03    0.32659E+02   -0.45370E+02
  1317    0.71569E+03    0.32581E+02   -0.46143E+02
  1318    0.71619E+03    0.32497E+02   -0.46906E+02
  1319    0.71675E+03    0.32410E+02   -0.47662E+02
  1320    0.71737E+03    0.32318E+02   -0.48407E+02
  1321    0.71804E+03    0.32223E+02   -0.49143E+02
  1322    0.71878E+03    0.32122E+02   -0.49869E+02
  1323    0.71958E+03    0.32018E+02   -0.50584E+02
  1324    0.72043E+03    0.31910E+02   -0.51289E+02
  1325    0.72133E+03    0.31799E+02   -0.51983E+02
  1326    0.72230E+03    0.31683E+02   -0.52666E+02
  1327    0.72330E+03    0.31564E+02   -0.53339E+02
  1328    0.72437E+03    0.31442E+02   -0.53998E+02
  1329    0.72548E+03    0.31315E+02   -0.54646E+02
  1330    0.72665E+03    0.31184E+02   -0.55282E+02
  1331    0.72787E+03    0.31050E+02   -0.55906E+02
  1332    0.72912E+03    0.30912E+02   -0.56517E+02
  1333    0.73043E+03    0.30770E+02   -0.57114E+02
  1334    0.73178E+03    0.30626E+02   -0.57700E+02
  1335    0.73317E+03    0.30477E+02   -0.58271E+02
  1336    0.73461E+03    0.30327E+02   -0.58828E+02
  1337    0.73609E+03    0.30171E+02   -0.59372E+02
  1338    0.73761E+03    0.30013E+02   -0.59902E+02
  1339    0.73917E+03    0.29852E+02   -0.60418E+02
  1340    0.74077E+03    0.29688E+02   -0.60921E+02
  1341    0.74240E+03    0.29522E+02   -0.61408E+02
  1342    0.74406E+03    0.29352E+02   -0.61880E+02
  1343    0.74577E+03    0.29179E+02   -0.62338E+02
  1344    0.74751E+03    0.29003E+02   -0.62780E+02
  1345    0.74926E+03    0.28826E+02   -0.63207E+02
  1346    0.75106E+03    0.28644E+02   -0.63619E+02
  1347    0.75289E+03    0.28461E+02   -0.64015E+02
  1348    0.75474E+03    0.28275E+02   -0.64395E+02
  1349    0.75662E+03    0.28085E+02   -0.64760E+02
  1350    0.75852E+03    0.27895E+02   -0.65108E+02
  1351    0.76045E+03    0.27701E+02   -0.65440E+02
  1352    0.76240E+03    0.27506E+02   -0.65755E+02
  1353    0.76437E+03    0.27309E+02   -0.66055E+02
  1354    0.76636E+03    0.27110E+02   -0.66338E+02
  1355    0.76837E+03    0.26908E+02   -0.66605E+02
  1356    0.77041E+03    0.26706E+02   -0.66856E+02
  1357    0.77245E+03    0.26501E+02   -0.67090E+02
  1358    0.77450E+03    0.26294E+02   -0.67305E+02
  1359    0.77656E+03    0.26086E+02   -0.67505E+02
  1360    0.77862E+03    0.25877E+02   -0.67688E+02
  1361    0.78071E+03    0.25665E+02   -0.67854E+02
  1362    0.78278E+03    0.25453E+02   -0.68002E+02
  1363    0.78487E+03    0.25239E+02   -0.68136E+02
  1364    0.78695E+03    0.25024E+02   -0.68251E+02
  1365    0.78911E+03    0.24807E+02   -0.68348E+02
  1366    0.79120E+03    0.24590E+02   -0.68431E+02
  1367    0.79329E+03    0.24370E+02   -0.68495E+02
  1368    0.79545E+03    0.24152E+02   -0.68543E+02
  1369    0.79755E+03    0.23931E+02   -0.68573E+02
  1370    0.79964E+03    0.23711E+02   -0.68587E+02
  1371    0.80173E+03    0.23490E+02   -0.68583E+02
  1372    0.80383E+03    0.23268E+02   -0.68563E+02
  1373    0.80592E+03    0.23046E+02   -0.68527E+02
  1374    0.80802E+03    0.22823E+02   -0.68473E+02
  1375    0.81011E+03    0.22600E+02   -0.68403E+02
  1376    0.81221E+03    0.22377E+02   -0.68315E+02
  1377    0.81430E+03    0.22155E+02   -0.68212E+02
  1378    0.81640E+03    0.21931E+02   -0.68092E+02
  1379    0.81842E+03    0.21709E+02   -0.67956E+02
  1380    0.82044E+03    0.21485E+02   -0.67803E+02
  1381    0.82246E+03    0.21262E+02   -0.67633E+02
  1382    0.82433E+03    0.21040E+02   -0.67447E+02
  1383    0.82635E+03    0.20817E+02   -0.67245E+02
  1384    0.82822E+03    0.20596E+02   -0.67027E+02
  1385    0.83008E+03    0.20375E+02   -0.66793E+02
  1386    0.83195E+03    0.20154E+02   -0.66543E+02
  1387    0.83374E+03    0.19935E+02   -0.66278E+02
  1388    0.83568E+03    0.19715E+02   -0.65997E+02
  1389    0.83747E+03    0.19497E+02   -0.65699E+02
  1390    0.83918E+03    0.19280E+02   -0.65388E+02
  1391    0.84097E+03    0.19064E+02   -0.65061E+02
  1392    0.84267E+03    0.18849E+02   -0.64719E+02
  1393    0.84438E+03    0.18635E+02   -0.64362E+02
  1394    0.84601E+03    0.18423E+02   -0.63992E+02
  1395    0.84764E+03    0.18211E+02   -0.63605E+02
  1396    0.84927E+03    0.18002E+02   -0.63206E+02
  1397    0.85082E+03    0.17794E+02   -0.62791E+02
  1398    0.85229E+03    0.17586E+02   -0.62363E+02
  1399    0.85376E+03    0.17382E+02   -0.61920E+02
  1400    0.85523E+03    0.17179E+02   -0.61464E+02
  1401    0.85662E+03    0.16977E+02   -0.60995E+02
  1402    0.85800E+03    0.16778E+02   -0.60512E+02
  1403    0.85931E+03    0.16580E+02   -0.60017E+02
  1404    0.86055E+03    0.16385E+02   -0.59508E+02
  1405    0.86185E+03    0.16191E+02   -0.58987E+02
  1406    0.86300E+03    0.16000E+02   -0.58454E+02
  1407    0.86407E+03    0.15811E+02   -0.57909E+02
  1408    0.86529E+03    0.15624E+02   -0.57351E+02
  1409    0.86629E+03    0.15439E+02   -0.56782E+02
  1410    0.86735E+03    0.15257E+02   -0.56203E+02
  1411    0.86834E+03    0.15077E+02   -0.55611E+02
  1412    0.86925E+03    0.14900E+02   -0.55009E+02
  1413    0.87000E+03    0.14725E+02   -0.54396E+02
  1414    0.87083E+03    0.14553E+02   -0.53772E+02
  1415    0.87158E+03    0.14383E+02   -0.53138E+02
  1416    0.87233E+03    0.14217E+02   -0.52495E+02
  1417    0.87292E+03    0.14052E+02   -0.51843E+02
  1418    0.87351E+03    0.13891E+02   -0.51180E+02
  1419    0.87402E+03    0.13732E+02   -0.50509E+02
  1420    0.87453E+03    0.13577E+02   -0.49830E+02
  1421    0.87496E+03    0.13424E+02   -0.49141E+02
  1422    0.87538E+03    0.13275E+02   -0.48445E+02
  1423    0.87566E+03    0.13128E+02   -0.47741E+02
  1424    0.87600E+03    0.12985E+02   -0.47029E+02
  1425    0.87619E+03    0.12845E+02   -0.46310E+02
  1426    0.87630E+03    0.12709E+02   -0.45584E+02
  1427    0.87648E+03    0.12575E+02   -0.44850E+02
  1428    0.87651E+03    0.12444E+02   -0.44111E+02
  1429    0.87646E+03    0.12317E+02   -0.43365E+02
  1430    0.87641E+03    0.12193E+02   -0.42614E+02
  1431    0.87627E+03    0.12073E+02   -0.41856E+02
  1432    0.87606E+03    0.11956E+02   -0.41094E+02
  1433    0.87592E+03    0.11842E+02   -0.40326E+02
  1434    0.87562E+03    0.11732E+02   -0.39553E+02
  1435    0.87525E+03    0.11625E+02   -0.38776E+02
  1436    0.87487E+03    0.11522E+02   -0.37996E+02
  1437    0.87433E+03    0.11422E+02   -0.37211E+02
  1438    0.87380E+03    0.11325E+02   -0.36424E+02
  1439    0.87318E+03    0.11233E+02   -0.35632E+02
  1440    0.87256E+03    0.11144E+02   -0.34838E+02
  1441    0.87186E+03    0.11058E+02   -0.34043E+02
  1442    0.87108E+03    0.10976E+02   -0.33244E+02
  1443    0.87021E+03    0.10899E+02   -0.32443E+02
  1444    0.86935E+03    0.10824E+02   -0.31640E+02
  1445    0.86833E+03    0.10754E+02   -0.30837E+02
  1446    0.86738E+03    0.10687E+02   -0.30032E+02
  1447    0.86620E+03    0.10624E+02   -0.29224E+02
  1448    0.86509E+03    0.10565E+02   -0.28419E+02
  1449    0.86390E+03    0.10509E+02   -0.27612E+02
  1450    0.86263E+03    0.10457E+02   -0.26806E+02
  1451    0.86136E+03    0.10409E+02   -0.26001E+02
  1452    0.85993E+03    0.10364E+02   -0.25197E+02
  1453    0.85849E+03    0.10324E+02   -0.24393E+02
  1454    0.85705E+03    0.10287E+02   -0.23590E+02
  1455    0.85553E+03    0.10254E+02   -0.22789E+02
  1456    0.85393E+03    0.10225E+02   -0.21992E+02
  1457    0.85218E+03    0.10198E+02   -0.21195E+02
  1458    0.85050E+03    0.10177E+02   -0.20401E+02
  1459    0.84873E+03    0.10158E+02   -0.19609E+02
  1460    0.84689E+03    0.10144E+02   -0.18820E+02
  1461    0.84504E+03    0.10132E+02   -0.18036E+02
  1462    0.84311E+03    0.10125E+02   -0.17254E+02
  1463    0.84103E+03    0.10121E+02   -0.16477E+02
  1464    0.83902E+03    0.10121E+02   -0.15703E+02
  1465    0.83686E+03    0.10124E+02   -0.14934E+02
  1466    0.83476E+03    0.10131E+02   -0.14169E+02
  1467    0.83251E+03    0.10142E+02   -0.13409E+02
  1468    0.83026E+03    0.10156E+02   -0.12655E+02
  1469    0.82800E+03    0.10174E+02   -0.11906E+02
  1470    0.82551E+03    0.10194E+02   -0.11162E+02
  1471    0.82317E+03    0.10220E+02   -0.10425E+02
  1472    0.82075E+03    0.10248E+02   -0.96940E+01
  1473    0.81825E+03    0.10280E+02   -0.89701E+01
  1474    0.81560E+03    0.10315E+02   -0.82518E+01
  1475    0.81302E+03    0.10352E+02   -0.75408E+01
  1476    0.81036E+03    0.10394E+02   -0.68377E+01
  1477    0.80769E+03    0.10439E+02   -0.61412E+01
  1478    0.80495E+03    0.10487E+02   -0.54526E+01
  1479    0.80220E+03    0.10539E+02   -0.47724E+01
  1480    0.79937E+03    0.10593E+02   -0.40999E+01
  1481    0.79648E+03    0.10651E+02   -0.34358E+01
  1482    0.79358E+03    0.10712E+02   -0.27802E+01
  1483    0.79062E+03    0.10776E+02   -0.21334E+01
  1484    0.78766E+03    0.10842E+02   -0.14956E+01
  1485    0.78462E+03    0.10912E+02   -0.86698E+00
  1486    0.78155E+03    0.10986E+02   -0.24760E+00
  1487    0.77844E+03    0.11061E+02    0.36212E+00
  1488    0.77531E+03    0.11139E+02    0.96216E+00
  1489    0.77211E+03    0.11221E+02    0.15521E+01
  1490    0.76889E+03    0.11305E+02    0.21320E+01
  1491    0.76563E+03    0.11391E+02    0.27015E+01
  1492    0.76235E+03    0.11481E+02    0.32606E+01
  1493    0.75903E+03    0.11572E+02    0.38089E+01
  1494    0.75568E+03    0.11667E+02    0.43464E+01
  1495    0.75230E+03    0.11764E+02    0.48730E+01
  1496    0.74889E+03    0.11864E+02    0.53884E+01
  1497    0.74544E+03    0.11965E+02    0.58925E+01
  1498    0.74198E+03    0.12069E+02    0.63851E+01
  1499    0.73848E+03    0.12175E+02    0.68661E+01
  1500    0.73496E+03    0.12283E+02    0.73355E+01
