#    L    TT             EE             TE          
   509    0.25396E+04    0.72462E+01   -0.50672E+02
   510    0.25462E+04    0.71672E+01   -0.49517E+02
   511    0.25526E+04    0.70923E+01   -0.48345E+02
   512    0.25587E+04    0.70219E+01   -0.47156E+02
   513    0.25647E+04    0.69558E+01   -0.45953E+02
   514    0.25704E+04    0.68943E+01   -0.44734E+02
   515    0.25760E+04    0.68373E+01   -0.43502E+02
   516    0.25812E+04    0.67849E+01   -0.42256E+02
   517    0.25862E+04    0.67372E+01   -0.40997E+02
   518    0.25911E+04    0.66942E+01   -0.39728E+02
   519    0.25957E+04    0.66560E+01   -0.38445E+02
   520    0.26001E+04    0.66225E+01   -0.37154E+02
   521    0.26041E+04    0.65938E+01   -0.35853E+02
   522    0.26080E+04    0.65702E+01   -0.34543E+02
   523    0.26116E+04    0.65515E+01   -0.33225E+02
   524    0.26151E+04    0.65378E+01   -0.31901E+02
   525    0.26181E+04    0.65290E+01   -0.30568E+02
   526    0.26210E+04    0.65253E+01   -0.29230E+02
   527    0.26239E+04    0.65267E+01   -0.27888E+02
   528    0.26263E+04    0.65332E+01   -0.26542E+02
   529    0.26285E+04    0.65450E+01   -0.25192E+02
   530    0.26304E+04    0.65619E+01   -0.23841E+02
   531    0.26323E+04    0.65839E+01   -0.22486E+02
   532    0.26337E+04    0.66113E+01   -0.21131E+02
   533    0.26349E+04    0.66438E+01   -0.19776E+02
   534    0.26359E+04    0.66817E+01   -0.18422E+02
   535    0.26366E+04    0.67250E+01   -0.17069E+02
   536    0.26371E+04    0.67734E+01   -0.15718E+02
   537    0.26374E+04    0.68272E+01   -0.14370E+02
   538    0.26374E+04    0.68864E+01   -0.13025E+02
   539    0.26372E+04    0.69507E+01   -0.11685E+02
   540    0.26367E+04    0.70207E+01   -0.10351E+02
   541    0.26360E+04    0.70958E+01   -0.90217E+01
   542    0.26350E+04    0.71763E+01   -0.77003E+01
   543    0.26338E+04    0.72622E+01   -0.63860E+01
   544    0.26324E+04    0.73535E+01   -0.50800E+01
   545    0.26307E+04    0.74500E+01   -0.37828E+01
   546    0.26289E+04    0.75517E+01   -0.24955E+01
   547    0.26267E+04    0.76586E+01   -0.12185E+01
   548    0.26244E+04    0.77709E+01    0.47302E-01
   549    0.26218E+04    0.78885E+01    0.13011E+01
   550    0.26190E+04    0.80114E+01    0.25422E+01
   551    0.26160E+04    0.81396E+01    0.37701E+01
   552    0.26127E+04    0.82731E+01    0.49836E+01
   553    0.26093E+04    0.84105E+01    0.61824E+01
   554    0.26056E+04    0.85546E+01    0.73658E+01
   555    0.26016E+04    0.87034E+01    0.85329E+01
   556    0.25975E+04    0.88574E+01    0.96834E+01
   557    0.25932E+04    0.90160E+01    0.10816E+02
   558    0.25886E+04    0.91807E+01    0.11930E+02
   559    0.25838E+04    0.93491E+01    0.13026E+02
   560    0.25789E+04    0.95222E+01    0.14102E+02
   561    0.25737E+04    0.97005E+01    0.15157E+02
   562    0.25684E+04    0.98842E+01    0.16192E+02
   563    0.25629E+04    0.10072E+02    0.17208E+02
   564    0.25572E+04    0.10265E+02    0.18198E+02
   565    0.25513E+04    0.10462E+02    0.19168E+02
   566    0.25452E+04    0.10664E+02    0.20114E+02
   567    0.25390E+04    0.10869E+02    0.21037E+02
   568    0.25326E+04    0.11080E+02    0.21934E+02
   569    0.25259E+04    0.11296E+02    0.22810E+02
   570    0.25192E+04    0.11515E+02    0.23657E+02
   571    0.25123E+04    0.11739E+02    0.24479E+02
   572    0.25051E+04    0.11966E+02    0.25275E+02
   573    0.24980E+04    0.12198E+02    0.26043E+02
   574    0.24906E+04    0.12434E+02    0.26784E+02
   575    0.24831E+04    0.12673E+02    0.27497E+02
   576    0.24755E+04    0.12917E+02    0.28183E+02
   577    0.24676E+04    0.13164E+02    0.28840E+02
   578    0.24597E+04    0.13414E+02    0.29467E+02
   579    0.24517E+04    0.13669E+02    0.30065E+02
   580    0.24436E+04    0.13927E+02    0.30633E+02
   581    0.24352E+04    0.14188E+02    0.31171E+02
   582    0.24268E+04    0.14453E+02    0.31678E+02
   583    0.24183E+04    0.14721E+02    0.32153E+02
   584    0.24098E+04    0.14992E+02    0.32598E+02
   585    0.24011E+04    0.15266E+02    0.33011E+02
   586    0.23923E+04    0.15542E+02    0.33391E+02
   587    0.23835E+04    0.15822E+02    0.33740E+02
   588    0.23745E+04    0.16105E+02    0.34054E+02
   589    0.23654E+04    0.16390E+02    0.34337E+02
   590    0.23563E+04    0.16677E+02    0.34587E+02
   591    0.23471E+04    0.16967E+02    0.34803E+02
   592    0.23379E+04    0.17259E+02    0.34984E+02
   593    0.23285E+04    0.17554E+02    0.35133E+02
   594    0.23191E+04    0.17851E+02    0.35247E+02
   595    0.23096E+04    0.18149E+02    0.35328E+02
   596    0.23002E+04    0.18450E+02    0.35374E+02
   597    0.22907E+04    0.18750E+02    0.35385E+02
   598    0.22813E+04    0.19054E+02    0.35362E+02
   599    0.22718E+04    0.19359E+02    0.35305E+02
   600    0.22622E+04    0.19666E+02    0.35212E+02
   601    0.22526E+04    0.19974E+02    0.35085E+02
   602    0.22430E+04    0.20283E+02    0.34922E+02
   603    0.22333E+04    0.20593E+02    0.34725E+02
   604    0.22237E+04    0.20904E+02    0.34493E+02
   605    0.22141E+04    0.21215E+02    0.34227E+02
   606    0.22046E+04    0.21527E+02    0.33925E+02
   607    0.21948E+04    0.21840E+02    0.33589E+02
   608    0.21852E+04    0.22154E+02    0.33218E+02
   609    0.21757E+04    0.22467E+02    0.32812E+02
   610    0.21661E+04    0.22780E+02    0.32372E+02
   611    0.21566E+04    0.23093E+02    0.31897E+02
   612    0.21472E+04    0.23408E+02    0.31389E+02
   613    0.21377E+04    0.23719E+02    0.30846E+02
   614    0.21283E+04    0.24033E+02    0.30268E+02
   615    0.21189E+04    0.24344E+02    0.29657E+02
   616    0.21096E+04    0.24656E+02    0.29013E+02
   617    0.21005E+04    0.24968E+02    0.28336E+02
   618    0.20913E+04    0.25279E+02    0.27624E+02
   619    0.20821E+04    0.25590E+02    0.26882E+02
   620    0.20732E+04    0.25897E+02    0.26106E+02
   621    0.20642E+04    0.26205E+02    0.25298E+02
   622    0.20553E+04    0.26512E+02    0.24457E+02
   623    0.20466E+04    0.26816E+02    0.23585E+02
   624    0.20379E+04    0.27118E+02    0.22682E+02
   625    0.20293E+04    0.27419E+02    0.21747E+02
   626    0.20208E+04    0.27719E+02    0.20782E+02
   627    0.20124E+04    0.28016E+02    0.19787E+02
   628    0.20041E+04    0.28312E+02    0.18761E+02
   629    0.19960E+04    0.28604E+02    0.17705E+02
   630    0.19879E+04    0.28895E+02    0.16619E+02
   631    0.19799E+04    0.29183E+02    0.15506E+02
   632    0.19722E+04    0.29469E+02    0.14363E+02
   633    0.19645E+04    0.29753E+02    0.13193E+02
   634    0.19569E+04    0.30032E+02    0.11996E+02
   635    0.19496E+04    0.30310E+02    0.10771E+02
   636    0.19422E+04    0.30585E+02    0.95206E+01
   637    0.19351E+04    0.30856E+02    0.82429E+01
   638    0.19281E+04    0.31124E+02    0.69405E+01
   639    0.19213E+04    0.31389E+02    0.56123E+01
   640    0.19146E+04    0.31651E+02    0.42601E+01
   641    0.19081E+04    0.31909E+02    0.28836E+01
   642    0.19016E+04    0.32162E+02    0.14838E+01
   643    0.18954E+04    0.32414E+02    0.61139E-01
   644    0.18894E+04    0.32659E+02   -0.13838E+01
   645    0.18835E+04    0.32902E+02   -0.28506E+01
   646    0.18777E+04    0.33140E+02   -0.43387E+01
   647    0.18723E+04    0.33374E+02   -0.58480E+01
   648    0.18668E+04    0.33605E+02   -0.73764E+01
   649    0.18617E+04    0.33830E+02   -0.89247E+01
   650    0.18567E+04    0.34050E+02   -0.10491E+02
   651    0.18519E+04    0.34268E+02   -0.12077E+02
   652    0.18472E+04    0.34480E+02   -0.13679E+02
   653    0.18428E+04    0.34686E+02   -0.15298E+02
   654    0.18385E+04    0.34888E+02   -0.16933E+02
   655    0.18344E+04    0.35086E+02   -0.18583E+02
   656    0.18306E+04    0.35279E+02   -0.20248E+02
   657    0.18269E+04    0.35466E+02   -0.21926E+02
   658    0.18233E+04    0.35648E+02   -0.23618E+02
   659    0.18201E+04    0.35826E+02   -0.25322E+02
   660    0.18171E+04    0.35997E+02   -0.27037E+02
   661    0.18142E+04    0.36163E+02   -0.28763E+02
   662    0.18115E+04    0.36325E+02   -0.30500E+02
   663    0.18090E+04    0.36481E+02   -0.32246E+02
   664    0.18067E+04    0.36631E+02   -0.34001E+02
   665    0.18046E+04    0.36775E+02   -0.35763E+02
   666    0.18027E+04    0.36914E+02   -0.37533E+02
   667    0.18011E+04    0.37047E+02   -0.39309E+02
   668    0.17995E+04    0.37174E+02   -0.41091E+02
   669    0.17983E+04    0.37296E+02   -0.42878E+02
   670    0.17972E+04    0.37411E+02   -0.44667E+02
   671    0.17964E+04    0.37522E+02   -0.46461E+02
   672    0.17957E+04    0.37626E+02   -0.48258E+02
   673    0.17953E+04    0.37725E+02   -0.50056E+02
   674    0.17951E+04    0.37817E+02   -0.51855E+02
   675    0.17951E+04    0.37903E+02   -0.53654E+02
   676    0.17952E+04    0.37983E+02   -0.55452E+02
   677    0.17956E+04    0.38057E+02   -0.57249E+02
   678    0.17962E+04    0.38124E+02   -0.59044E+02
   679    0.17970E+04    0.38186E+02   -0.60835E+02
   680    0.17981E+04    0.38242E+02   -0.62624E+02
   681    0.17993E+04    0.38291E+02   -0.64407E+02
   682    0.18007E+04    0.38333E+02   -0.66186E+02
   683    0.18024E+04    0.38371E+02   -0.67959E+02
   684    0.18042E+04    0.38401E+02   -0.69726E+02
   685    0.18062E+04    0.38425E+02   -0.71486E+02
   686    0.18084E+04    0.38442E+02   -0.73229E+02
   687    0.18109E+04    0.38454E+02   -0.74968E+02
   688    0.18134E+04    0.38459E+02   -0.76699E+02
   689    0.18163E+04    0.38457E+02   -0.78415E+02
   690    0.18192E+04    0.38450E+02   -0.80124E+02
   691    0.18225E+04    0.38435E+02   -0.81818E+02
   692    0.18258E+04    0.38416E+02   -0.83498E+02
   693    0.18294E+04    0.38389E+02   -0.85170E+02
   694    0.18331E+04    0.38356E+02   -0.86819E+02
   695    0.18372E+04    0.38318E+02   -0.88454E+02
   696    0.18413E+04    0.38272E+02   -0.90089E+02
   697    0.18457E+04    0.38221E+02   -0.91693E+02
   698    0.18502E+04    0.38163E+02   -0.93283E+02
   699    0.18548E+04    0.38099E+02   -0.94850E+02
   700    0.18597E+04    0.38029E+02   -0.96402E+02
   701    0.18648E+04    0.37952E+02   -0.97939E+02
   702    0.18700E+04    0.37871E+02   -0.99446E+02
   703    0.18753E+04    0.37782E+02   -0.10095E+03
   704    0.18809E+04    0.37688E+02   -0.10242E+03
   705    0.18865E+04    0.37587E+02   -0.10387E+03
   706    0.18924E+04    0.37481E+02   -0.10530E+03
   707    0.18983E+04    0.37369E+02   -0.10671E+03
   708    0.19046E+04    0.37252E+02   -0.10808E+03
   709    0.19108E+04    0.37129E+02   -0.10944E+03
   710    0.19174E+04    0.36999E+02   -0.11078E+03
   711    0.19239E+04    0.36865E+02   -0.11208E+03
   712    0.19307E+04    0.36725E+02   -0.11337E+03
   713    0.19377E+04    0.36579E+02   -0.11461E+03
   714    0.19446E+04    0.36428E+02   -0.11584E+03
   715    0.19518E+04    0.36272E+02   -0.11705E+03
   716    0.19591E+04    0.36110E+02   -0.11822E+03
   717    0.19665E+04    0.35943E+02   -0.11935E+03
   718    0.19740E+04    0.35772E+02   -0.12047E+03
   719    0.19816E+04    0.35593E+02   -0.12155E+03
   720    0.19893E+04    0.35411E+02   -0.12261E+03
   721    0.19972E+04    0.35225E+02   -0.12362E+03
   722    0.20051E+04    0.35033E+02   -0.12461E+03
   723    0.20132E+04    0.34837E+02   -0.12557E+03
   724    0.20213E+04    0.34636E+02   -0.12650E+03
   725    0.20295E+04    0.34431E+02   -0.12739E+03
   726    0.20379E+04    0.34224E+02   -0.12824E+03
   727    0.20463E+04    0.34010E+02   -0.12908E+03
   728    0.20548E+04    0.33791E+02   -0.12987E+03
   729    0.20633E+04    0.33569E+02   -0.13063E+03
   730    0.20719E+04    0.33343E+02   -0.13135E+03
   731    0.20807E+04    0.33112E+02   -0.13204E+03
   732    0.20894E+04    0.32879E+02   -0.13269E+03
   733    0.20983E+04    0.32641E+02   -0.13331E+03
   734    0.21072E+04    0.32400E+02   -0.13389E+03
   735    0.21161E+04    0.32155E+02   -0.13444E+03
   736    0.21250E+04    0.31907E+02   -0.13494E+03
   737    0.21341E+04    0.31656E+02   -0.13542E+03
   738    0.21431E+04    0.31403E+02   -0.13585E+03
   739    0.21522E+04    0.31145E+02   -0.13625E+03
   740    0.21612E+04    0.30885E+02   -0.13661E+03
   741    0.21704E+04    0.30621E+02   -0.13694E+03
   742    0.21796E+04    0.30357E+02   -0.13722E+03
   743    0.21887E+04    0.30091E+02   -0.13747E+03
   744    0.21980E+04    0.29821E+02   -0.13767E+03
   745    0.22072E+04    0.29549E+02   -0.13785E+03
   746    0.22163E+04    0.29275E+02   -0.13797E+03
   747    0.22254E+04    0.28998E+02   -0.13807E+03
   748    0.22346E+04    0.28721E+02   -0.13812E+03
   749    0.22438E+04    0.28440E+02   -0.13815E+03
   750    0.22529E+04    0.28158E+02   -0.13813E+03
   751    0.22621E+04    0.27875E+02   -0.13807E+03
   752    0.22712E+04    0.27592E+02   -0.13797E+03
   753    0.22803E+04    0.27305E+02   -0.13783E+03
   754    0.22893E+04    0.27019E+02   -0.13765E+03
   755    0.22983E+04    0.26732E+02   -0.13744E+03
   756    0.23072E+04    0.26443E+02   -0.13719E+03
   757    0.23162E+04    0.26155E+02   -0.13689E+03
   758    0.23250E+04    0.25865E+02   -0.13656E+03
   759    0.23338E+04    0.25574E+02   -0.13619E+03
   760    0.23426E+04    0.25284E+02   -0.13579E+03
   761    0.23512E+04    0.24993E+02   -0.13534E+03
   762    0.23599E+04    0.24703E+02   -0.13486E+03
   763    0.23684E+04    0.24413E+02   -0.13434E+03
   764    0.23769E+04    0.24123E+02   -0.13379E+03
   765    0.23853E+04    0.23832E+02   -0.13319E+03
   766    0.23936E+04    0.23544E+02   -0.13256E+03
   767    0.24018E+04    0.23256E+02   -0.13190E+03
   768    0.24100E+04    0.22968E+02   -0.13118E+03
   769    0.24180E+04    0.22680E+02   -0.13045E+03
   770    0.24259E+04    0.22394E+02   -0.12967E+03
   771    0.24337E+04    0.22110E+02   -0.12886E+03
   772    0.24414E+04    0.21827E+02   -0.12800E+03
   773    0.24490E+04    0.21545E+02   -0.12712E+03
   774    0.24565E+04    0.21265E+02   -0.12620E+03
   775    0.24639E+04    0.20986E+02   -0.12525E+03
   776    0.24711E+04    0.20710E+02   -0.12427E+03
   777    0.24782E+04    0.20436E+02   -0.12325E+03
   778    0.24853E+04    0.20163E+02   -0.12219E+03
   779    0.24921E+04    0.19893E+02   -0.12110E+03
   780    0.24988E+04    0.19624E+02   -0.11998E+03
   781    0.25054E+04    0.19360E+02   -0.11884E+03
   782    0.25118E+04    0.19097E+02   -0.11767E+03
   783    0.25181E+04    0.18837E+02   -0.11645E+03
   784    0.25243E+04    0.18580E+02   -0.11521E+03
   785    0.25302E+04    0.18325E+02   -0.11394E+03
   786    0.25360E+04    0.18074E+02   -0.11261E+03
   787    0.25417E+04    0.17826E+02   -0.11127E+03
   788    0.25471E+04    0.17581E+02   -0.10991E+03
   789    0.25524E+04    0.17338E+02   -0.10853E+03
   790    0.25577E+04    0.17101E+02   -0.10710E+03
   791    0.25627E+04    0.16867E+02   -0.10565E+03
   792    0.25675E+04    0.16637E+02   -0.10418E+03
   793    0.25722E+04    0.16412E+02   -0.10267E+03
   794    0.25765E+04    0.16190E+02   -0.10114E+03
   795    0.25808E+04    0.15972E+02   -0.99583E+02
   796    0.25850E+04    0.15759E+02   -0.98011E+02
   797    0.25889E+04    0.15549E+02   -0.96407E+02
   798    0.25926E+04    0.15344E+02   -0.94787E+02
   799    0.25961E+04    0.15145E+02   -0.93144E+02
   800    0.25995E+04    0.14948E+02   -0.91478E+02
   801    0.26026E+04    0.14758E+02   -0.89795E+02
   802    0.26054E+04    0.14572E+02   -0.88074E+02
   803    0.26083E+04    0.14389E+02   -0.86352E+02
   804    0.26108E+04    0.14213E+02   -0.84599E+02
   805    0.26132E+04    0.14042E+02   -0.82831E+02
   806    0.26154E+04    0.13875E+02   -0.81046E+02
   807    0.26173E+04    0.13714E+02   -0.79245E+02
   808    0.26190E+04    0.13558E+02   -0.77422E+02
   809    0.26205E+04    0.13408E+02   -0.75590E+02
   810    0.26218E+04    0.13264E+02   -0.73734E+02
   811    0.26229E+04    0.13124E+02   -0.71864E+02
   812    0.26238E+04    0.12992E+02   -0.69983E+02
   813    0.26244E+04    0.12863E+02   -0.68091E+02
   814    0.26250E+04    0.12741E+02   -0.66186E+02
   815    0.26252E+04    0.12624E+02   -0.64269E+02
   816    0.26252E+04    0.12514E+02   -0.62342E+02
   817    0.26250E+04    0.12409E+02   -0.60404E+02
   818    0.26247E+04    0.12311E+02   -0.58456E+02
   819    0.26241E+04    0.12218E+02   -0.56500E+02
   820    0.26234E+04    0.12131E+02   -0.54534E+02
   821    0.26223E+04    0.12050E+02   -0.52564E+02
   822    0.26211E+04    0.11976E+02   -0.50585E+02
   823    0.26196E+04    0.11907E+02   -0.48601E+02
   824    0.26179E+04    0.11846E+02   -0.46611E+02
   825    0.26160E+04    0.11789E+02   -0.44617E+02
   826    0.26139E+04    0.11741E+02   -0.42619E+02
   827    0.26115E+04    0.11697E+02   -0.40620E+02
   828    0.26090E+04    0.11661E+02   -0.38617E+02
   829    0.26062E+04    0.11631E+02   -0.36614E+02
   830    0.26033E+04    0.11607E+02   -0.34612E+02
   831    0.26001E+04    0.11590E+02   -0.32610E+02
   832    0.25967E+04    0.11579E+02   -0.30609E+02
   833    0.25931E+04    0.11574E+02   -0.28610E+02
   834    0.25893E+04    0.11575E+02   -0.26613E+02
   835    0.25853E+04    0.11585E+02   -0.24619E+02
   836    0.25809E+04    0.11599E+02   -0.22629E+02
   837    0.25765E+04    0.11620E+02   -0.20645E+02
   838    0.25718E+04    0.11649E+02   -0.18665E+02
   839    0.25669E+04    0.11683E+02   -0.16691E+02
   840    0.25618E+04    0.11725E+02   -0.14724E+02
   841    0.25565E+04    0.11772E+02   -0.12766E+02
   842    0.25510E+04    0.11825E+02   -0.10815E+02
   843    0.25453E+04    0.11885E+02   -0.88747E+01
   844    0.25393E+04    0.11952E+02   -0.69432E+01
   845    0.25332E+04    0.12024E+02   -0.50230E+01
   846    0.25269E+04    0.12105E+02   -0.31147E+01
   847    0.25205E+04    0.12190E+02   -0.12180E+01
   848    0.25138E+04    0.12282E+02    0.66518E+00
   849    0.25069E+04    0.12380E+02    0.25353E+01
   850    0.24999E+04    0.12485E+02    0.43914E+01
   851    0.24926E+04    0.12597E+02    0.62327E+01
   852    0.24852E+04    0.12714E+02    0.80588E+01
   853    0.24776E+04    0.12838E+02    0.98690E+01
   854    0.24697E+04    0.12968E+02    0.11662E+02
   855    0.24617E+04    0.13104E+02    0.13438E+02
   856    0.24536E+04    0.13245E+02    0.15196E+02
   857    0.24452E+04    0.13392E+02    0.16935E+02
   858    0.24366E+04    0.13548E+02    0.18655E+02
   859    0.24279E+04    0.13706E+02    0.20357E+02
   860    0.24191E+04    0.13871E+02    0.22037E+02
   861    0.24101E+04    0.14042E+02    0.23695E+02
   862    0.24009E+04    0.14218E+02    0.25333E+02
   863    0.23915E+04    0.14401E+02    0.26949E+02
   864    0.23820E+04    0.14588E+02    0.28541E+02
   865    0.23722E+04    0.14781E+02    0.30110E+02
   866    0.23625E+04    0.14979E+02    0.31654E+02
   867    0.23525E+04    0.15184E+02    0.33175E+02
   868    0.23425E+04    0.15393E+02    0.34670E+02
   869    0.23322E+04    0.15607E+02    0.36140E+02
   870    0.23218E+04    0.15826E+02    0.37585E+02
   871    0.23113E+04    0.16050E+02    0.39002E+02
   872    0.23007E+04    0.16279E+02    0.40393E+02
   873    0.22899E+04    0.16513E+02    0.41757E+02
   874    0.22790E+04    0.16752E+02    0.43092E+02
   875    0.22680E+04    0.16994E+02    0.44400E+02
   876    0.22568E+04    0.17243E+02    0.45680E+02
   877    0.22456E+04    0.17495E+02    0.46930E+02
   878    0.22342E+04    0.17750E+02    0.48150E+02
   879    0.22227E+04    0.18011E+02    0.49342E+02
   880    0.22112E+04    0.18276E+02    0.50503E+02
   881    0.21995E+04    0.18544E+02    0.51633E+02
   882    0.21877E+04    0.18816E+02    0.52731E+02
   883    0.21759E+04    0.19093E+02    0.53798E+02
   884    0.21639E+04    0.19372E+02    0.54834E+02
   885    0.21518E+04    0.19655E+02    0.55838E+02
   886    0.21397E+04    0.19943E+02    0.56809E+02
   887    0.21274E+04    0.20232E+02    0.57747E+02
   888    0.21152E+04    0.20526E+02    0.58652E+02
   889    0.21027E+04    0.20821E+02    0.59524E+02
   890    0.20903E+04    0.21121E+02    0.60362E+02
   891    0.20779E+04    0.21424E+02    0.61166E+02
   892    0.20653E+04    0.21728E+02    0.61938E+02
   893    0.20527E+04    0.22036E+02    0.62675E+02
   894    0.20401E+04    0.22346E+02    0.63377E+02
   895    0.20273E+04    0.22657E+02    0.64046E+02
   896    0.20145E+04    0.22972E+02    0.64679E+02
   897    0.20017E+04    0.23289E+02    0.65279E+02
   898    0.19889E+04    0.23608E+02    0.65843E+02
   899    0.19760E+04    0.23928E+02    0.66372E+02
   900    0.19631E+04    0.24250E+02    0.66867E+02
   901    0.19502E+04    0.24574E+02    0.67326E+02
   902    0.19372E+04    0.24899E+02    0.67750E+02
   903    0.19241E+04    0.25226E+02    0.68138E+02
   904    0.19112E+04    0.25553E+02    0.68490E+02
   905    0.18981E+04    0.25882E+02    0.68807E+02
   906    0.18851E+04    0.26211E+02    0.69088E+02
   907    0.18721E+04    0.26541E+02    0.69333E+02
   908    0.18592E+04    0.26872E+02    0.69544E+02
   909    0.18462E+04    0.27204E+02    0.69718E+02
   910    0.18331E+04    0.27536E+02    0.69857E+02
   911    0.18201E+04    0.27868E+02    0.69961E+02
   912    0.18071E+04    0.28200E+02    0.70029E+02
   913    0.17939E+04    0.28532E+02    0.70062E+02
   914    0.17810E+04    0.28864E+02    0.70061E+02
   915    0.17680E+04    0.29196E+02    0.70024E+02
   916    0.17551E+04    0.29527E+02    0.69952E+02
   917    0.17422E+04    0.29858E+02    0.69847E+02
   918    0.17294E+04    0.30188E+02    0.69706E+02
   919    0.17166E+04    0.30517E+02    0.69531E+02
   920    0.17038E+04    0.30845E+02    0.69321E+02
   921    0.16911E+04    0.31173E+02    0.69077E+02
   922    0.16784E+04    0.31499E+02    0.68800E+02
   923    0.16658E+04    0.31823E+02    0.68489E+02
   924    0.16532E+04    0.32146E+02    0.68144E+02
   925    0.16408E+04    0.32467E+02    0.67766E+02
   926    0.16282E+04    0.32787E+02    0.67356E+02
   927    0.16159E+04    0.33105E+02    0.66913E+02
   928    0.16036E+04    0.33421E+02    0.66437E+02
   929    0.15913E+04    0.33735E+02    0.65930E+02
   930    0.15792E+04    0.34046E+02    0.65391E+02
   931    0.15671E+04    0.34355E+02    0.64820E+02
   932    0.15551E+04    0.34661E+02    0.64218E+02
   933    0.15432E+04    0.34965E+02    0.63586E+02
   934    0.15313E+04    0.35267E+02    0.62925E+02
   935    0.15196E+04    0.35565E+02    0.62232E+02
   936    0.15080E+04    0.35860E+02    0.61510E+02
   937    0.14964E+04    0.36152E+02    0.60758E+02
   938    0.14849E+04    0.36442E+02    0.59978E+02
   939    0.14736E+04    0.36726E+02    0.59168E+02
   940    0.14623E+04    0.37009E+02    0.58331E+02
   941    0.14512E+04    0.37287E+02    0.57466E+02
   942    0.14401E+04    0.37562E+02    0.56573E+02
   943    0.14293E+04    0.37832E+02    0.55654E+02
   944    0.14185E+04    0.38099E+02    0.54708E+02
   945    0.14078E+04    0.38361E+02    0.53736E+02
   946    0.13973E+04    0.38620E+02    0.52738E+02
   947    0.13869E+04    0.38874E+02    0.51716E+02
   948    0.13764E+04    0.39125E+02    0.50669E+02
   949    0.13663E+04    0.39370E+02    0.49598E+02
   950    0.13562E+04    0.39611E+02    0.48504E+02
   951    0.13463E+04    0.39848E+02    0.47386E+02
   952    0.13366E+04    0.40081E+02    0.46247E+02
   953    0.13269E+04    0.40307E+02    0.45084E+02
   954    0.13174E+04    0.40529E+02    0.43901E+02
   955    0.13080E+04    0.40746E+02    0.42696E+02
   956    0.12987E+04    0.40958E+02    0.41471E+02
   957    0.12896E+04    0.41164E+02    0.40226E+02
   958    0.12806E+04    0.41365E+02    0.38961E+02
   959    0.12718E+04    0.41562E+02    0.37678E+02
   960    0.12632E+04    0.41752E+02    0.36378E+02
   961    0.12546E+04    0.41937E+02    0.35059E+02
   962    0.12463E+04    0.42117E+02    0.33723E+02
   963    0.12381E+04    0.42291E+02    0.32372E+02
   964    0.12300E+04    0.42459E+02    0.31005E+02
   965    0.12221E+04    0.42622E+02    0.29622E+02
   966    0.12143E+04    0.42779E+02    0.28226E+02
   967    0.12067E+04    0.42931E+02    0.26815E+02
   968    0.11992E+04    0.43075E+02    0.25391E+02
   969    0.11920E+04    0.43214E+02    0.23956E+02
   970    0.11849E+04    0.43347E+02    0.22507E+02
   971    0.11778E+04    0.43475E+02    0.21047E+02
   972    0.11710E+04    0.43595E+02    0.19576E+02
   973    0.11643E+04    0.43709E+02    0.18095E+02
   974    0.11578E+04    0.43818E+02    0.16604E+02
   975    0.11515E+04    0.43921E+02    0.15104E+02
   976    0.11453E+04    0.44016E+02    0.13596E+02
   977    0.11393E+04    0.44105E+02    0.12081E+02
   978    0.11334E+04    0.44189E+02    0.10559E+02
   979    0.11278E+04    0.44266E+02    0.90307E+01
   980    0.11222E+04    0.44337E+02    0.74965E+01
   981    0.11168E+04    0.44399E+02    0.59571E+01
   982    0.11116E+04    0.44457E+02    0.44135E+01
   983    0.11066E+04    0.44509E+02    0.28660E+01
   984    0.11017E+04    0.44551E+02    0.13151E+01
   985    0.10971E+04    0.44590E+02   -0.23845E+00
   986    0.10925E+04    0.44621E+02   -0.17938E+01
   987    0.10880E+04    0.44645E+02   -0.33508E+01
   988    0.10838E+04    0.44664E+02   -0.49085E+01
   989    0.10798E+04    0.44676E+02   -0.64653E+01
   990    0.10759E+04    0.44684E+02   -0.80227E+01
   991    0.10722E+04    0.44682E+02   -0.95786E+01
   992    0.10686E+04    0.44675E+02   -0.11133E+02
   993    0.10651E+04    0.44660E+02   -0.12685E+02
   994    0.10619E+04    0.44640E+02   -0.14234E+02
   995    0.10588E+04    0.44613E+02   -0.15779E+02
   996    0.10559E+04    0.44577E+02   -0.17320E+02
   997    0.10531E+04    0.44538E+02   -0.18856E+02
   998    0.10505E+04    0.44491E+02   -0.20386E+02
   999    0.10481E+04    0.44438E+02   -0.21911E+02
  1000    0.10458E+04    0.44379E+02   -0.23429E+02
  1001    0.10436E+04    0.44313E+02   -0.24939E+02
  1002    0.10416E+04    0.44240E+02   -0.26441E+02
  1003    0.10397E+04    0.44162E+02   -0.27936E+02
  1004    0.10381E+04    0.44077E+02   -0.29421E+02
  1005    0.10366E+04    0.43985E+02   -0.30895E+02
  1006    0.10353E+04    0.43887E+02   -0.32360E+02
  1007    0.10340E+04    0.43783E+02   -0.33814E+02
  1008    0.10327E+04    0.43673E+02   -0.35257E+02
  1009    0.10317E+04    0.43556E+02   -0.36688E+02
  1010    0.10309E+04    0.43434E+02   -0.38107E+02
  1011    0.10302E+04    0.43307E+02   -0.39512E+02
  1012    0.10297E+04    0.43173E+02   -0.40906E+02
  1013    0.10293E+04    0.43034E+02   -0.42285E+02
  1014    0.10291E+04    0.42889E+02   -0.43650E+02
  1015    0.10288E+04    0.42739E+02   -0.45000E+02
