6.4889408725763125e+12 6.2802653261310488e+12 4.5813336958078379e+12 2.6212113633808101e+12 1.1898636012428247e+12 4.8929053430874762e+11 1.6688029077013104e+11 4.6541504914298065e+10 1.0021372189173763e+10 1.3947814376526570e+09 1.4814913705573604e+08 1.3515826925589811e+07 1.0315227265207539e+06
6.2802653261310488e+12 8.3089954783453262e+12 5.0762955883181172e+12 2.9253364787192461e+12 1.3368540150077725e+12 5.5190612664580566e+11 1.8861465262471698e+11 5.2644885905467514e+10 1.1338535930454287e+10 1.5782400911845651e+09 1.6764101006480527e+08 1.5294373095578045e+07 1.1672703858677628e+06
4.5813336958078379e+12 5.0762955883181172e+12 4.9088987423719033e+12 2.3199477300200498e+12 1.0443248190657344e+12 4.2730933258317297e+11 1.4536922792988596e+11 4.0501518903324020e+10 8.7181424461241283e+09 1.2133109211284852e+09 1.2886855639189540e+08 1.1756751146356620e+07 8.9726962202417606e+05
2.6212113633808101e+12 2.9253364787192461e+12 2.3199477300200498e+12 1.8528911403113003e+12 6.6949536620871936e+11 2.6767644202402707e+11 8.9966463994170441e+10 2.4944748404135075e+10 5.3612372675947132e+09 7.4581984240702426e+08 7.9199302937107131e+07 7.2249307701116102e+06 5.5139038384161389e+05
1.1898636012428247e+12 1.3368540150077725e+12 1.0443248190657344e+12 6.6949536620871936e+11 4.3275906338570728e+11 1.3620773362202382e+11 4.4350359435274239e+10 1.2137379172158127e+10 2.5977473874377398e+09 3.6098288926744521e+08 3.8311924362019427e+07 3.4944154043983095e+06 2.6667064729447960e+05
4.8929053430874762e+11 5.5190612664580566e+11 4.2730933258317297e+11 2.6767644202402707e+11 1.3620773362202382e+11 7.8524632158390350e+10 1.9836251962407650e+10 5.2593242603552399e+09 1.1140493177151535e+09 1.5439861517610338e+08 1.6363760777615327e+07 1.4919924666550290e+06 1.1384626521781296e+05
1.6688029077013104e+11 1.8861465262471698e+11 1.4536922792988596e+11 8.9966463994170441e+10 4.4350359435274239e+10 1.9836251962407650e+10 9.4638676040109634e+09 1.9201459308537049e+09 3.9466140873098493e+08 5.4269377779543601e+07 5.7274743781487849e+06 5.2165565732218017e+05 3.9791956596036835e+04
4.6541504914298065e+10 5.2644885905467514e+10 4.0501518903324020e+10 2.4944748404135075e+10 1.2137379172158127e+10 5.2593242603552399e+09 1.9201459308537049e+09 7.4880919787311971e+08 1.1794077624395409e+08 1.5839701589613777e+07 1.6501951655483579e+06 1.4979293322551931e+05 1.1413979018074318e+04
1.0021372189173763e+10 1.1338535930454287e+10 8.7181424461241283e+09 5.3612372675947132e+09 2.5977473874377398e+09 1.1140493177151535e+09 3.9466140873098493e+08 1.1794077624395409e+08 3.5799287871573009e+07 3.7887332124271733e+06 3.8181775737617631e+05 3.4356879341802181e+04 2.6100730863768181e+03
1.3947814376526570e+09 1.5782400911845651e+09 1.2133109211284852e+09 7.4581984240702426e+08 3.6098288926744521e+08 1.5439861517610338e+08 5.4269377779543601e+07 1.5839701589613777e+07 3.7887332124271733e+06 7.6323188239631092e+05 6.0288486319557567e+04 5.3112706696716723e+03 3.9914716398550917e+02
1.4814913705573604e+08 1.6764101006480527e+08 1.2886855639189540e+08 7.9199302937107131e+07 3.8311924362019427e+07 1.6363760777615327e+07 5.7274743781487849e+06 1.6501951655483579e+06 3.8181775737617631e+05 6.0288486319557567e+04 8.5027550483223749e+03 5.7920701683691038e+02 4.1244161408290907e+01
1.3515826925589811e+07 1.5294373095578045e+07 1.1756751146356620e+07 7.2249307701116102e+06 3.4944154043983095e+06 1.4919924666550290e+06 5.2165565732218017e+05 1.4979293322551931e+05 3.4356879341802181e+04 5.3112706696716723e+03 5.7920701683691038e+02 6.9269585097730356e+01 3.7494584481926432e+00
1.0315227265207539e+06 1.1672703858677628e+06 8.9726962202417606e+05 5.5139038384161389e+05 2.6667064729447960e+05 1.1384626521781296e+05 3.9791956596036835e+04 1.1413979018074318e+04 2.6100730863768181e+03 3.9914716398550917e+02 4.1244161408290907e+01 3.7494584481926432e+00 3.1796189409855585e-01
