5.4759840141175011e+10 5.7426473896400230e+10 4.6740960902150505e+10 2.9180901162166721e+10 1.4252903958610804e+10 5.9985196722189484e+09 2.0671736867653337e+09 5.7347921310992634e+08 1.1885286037120283e+08 1.4596762804072533e+07 1.0859868449899426e+06 6.4658759956932859e+04 3.0110004721570440e+03
5.7426473896400230e+10 5.1936138930775002e+10 4.4477438336739746e+10 2.9362870185807701e+10 1.4562604816747202e+10 6.0196361263561726e+09 2.0634733397019217e+09 5.7363358785421515e+08 1.1885717673564236e+08 1.4596266082957711e+07 1.0859238380340117e+06 6.4654722764174912e+04 3.0108229665945819e+03
4.6740960902150505e+10 4.4477438336739746e+10 3.9143234206745277e+10 2.9407824245449059e+10 1.5055672646858498e+10 6.0986538420068693e+09 2.0609871063130579e+09 5.7410972504852617e+08 1.1887099994178984e+08 1.4594687818212941e+07 1.0857246444354258e+06 6.4641959084503302e+04 3.0102617509820475e+03
2.9180901162166721e+10 2.9362870185807701e+10 2.9407824245449059e+10 2.6717515663945976e+10 1.4774359119063620e+10 6.2220715966976051e+09 2.0831710562596853e+09 5.7556627725021148e+08 1.1891569350867391e+08 1.4589650333896717e+07 1.0850952438739589e+06 6.4601628203630564e+04 3.0084880934253370e+03
1.4252903958610804e+10 1.4562604816747202e+10 1.5055672646858498e+10 1.4774359119063620e+10 1.3058429362223494e+10 6.1913507161266727e+09 2.0920497140061851e+09 5.8030183071908069e+08 1.1906280471788165e+08 1.4573775569217419e+07 1.0831097353755964e+06 6.4474391944865340e+04 3.0028898977467879e+03
5.9985196722189484e+09 6.0196361263561726e+09 6.0986538420068693e+09 6.2220715966976051e+09 6.1913507161266727e+09 6.4985993060971603e+09 2.3456061696055236e+09 5.9769288948038161e+08 1.1959308319446282e+08 1.4524889809631437e+07 1.0768750671802366e+06 6.4074728757447185e+04 2.9852921479778415e+03
2.0671736867653337e+09 2.0634733397019217e+09 2.0609871063130579e+09 2.0831710562596853e+09 2.0920497140061851e+09 2.3456061696055236e+09 2.3768833690516357e+09 6.7779777641210198e+08 1.2191685551817998e+08 1.4381956147630686e+07 1.0576362462081246e+06 6.2836704101466879e+04 2.9306781071057035e+03
5.7347921310992634e+08 5.7363358785421515e+08 5.7410972504852617e+08 5.7556627725021148e+08 5.8030183071908069e+08 5.9769288948038161e+08 6.7779777641210198e+08 6.8090536641819847e+08 1.3394300358638248e+08 1.4043078234230107e+07 1.0012330279624709e+06 5.9161110363824344e+04 2.7678250506040313e+03
1.1885286037120283e+08 1.1885717673564236e+08 1.1887099994178984e+08 1.1891569350867391e+08 1.1906280471788165e+08 1.1959308319446282e+08 1.2191685551817998e+08 1.3394300358638248e+08 1.1704958744686024e+08 1.3723523238140900e+07 8.6017771494371316e+05 4.9579166310018918e+04 2.3370697699045877e+03
1.4596762804072533e+07 1.4596266082957711e+07 1.4594687818212941e+07 1.4589650333896717e+07 1.4573775569217419e+07 1.4524889809631437e+07 1.4381956147630686e+07 1.4043078234230107e+07 1.3723523238140900e+07 8.8368275719955135e+06 6.3065454986364988e+05 3.1974148290031892e+04 1.5117885396794718e+03
1.0859868449899426e+06 1.0859238380340117e+06 1.0857246444354258e+06 1.0850952438739589e+06 1.0831097353755964e+06 1.0768750671802366e+06 1.0576362462081246e+06 1.0012330279624709e+06 8.6017771494371316e+05 6.3065454986364988e+05 2.8741611001228879e+05 1.6291674859392568e+04 6.8750484964906366e+02
6.4658759956932859e+04 6.4654722764174912e+04 6.4641959084503302e+04 6.4601628203630564e+04 6.4474391944865340e+04 6.4074728757447185e+04 6.2836704101466879e+04 5.9161110363824344e+04 4.9579166310018918e+04 3.1974148290031892e+04 1.6291674859392568e+04 6.2751133774503714e+03 2.9287418964879384e+02
3.0110004721570440e+03 3.0108229665945819e+03 3.0102617509820475e+03 3.0084880934253370e+03 3.0028898977467879e+03 2.9852921479778415e+03 2.9306781071057035e+03 2.7678250506040313e+03 2.3370697699045877e+03 1.5117885396794718e+03 6.8750484964906366e+02 2.9287418964879384e+02 1.0035302071924364e+02
