1.0000000000000000e-02 2.0345545627729902e+04
1.7782794100389229e-02 2.2980085659355515e+04
3.1622776601683791e-02 1.7745440929779183e+04
5.6234132519034911e-02 1.1040441581880223e+04
1.0000000000000001e-01 5.5216353116014861e+03
1.7782794100389229e-01 2.5596040283174020e+03
3.1622776601683794e-01 1.1173485500605336e+03
5.6234132519034907e-01 5.4228841870311226e+02
1.0000000000000000e+00 3.1007823921789145e+02
1.7782794100389228e+00 1.6467098174206214e+02
3.1622776601683795e+00 6.6783098803938984e+01
5.6234132519034912e+00 2.2409312959159937e+01
1.0000000000000000e+01 6.6538947582703631e+00
