#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.424992E+00   0.283148E+06   0.281630E+06   0.340368E-01  -0.610110E-01   0.000000E+00   0.282875E+06   0.282875E+06   0.282875E+06  -0.628970E-02   0.130828E+06   0.130810E+06   0.143243E-01
   0.429824E+00   0.278195E+06   0.276701E+06   0.326937E-01  -0.586035E-01   0.000000E+00   0.277926E+06   0.277926E+06   0.277926E+06  -0.617967E-02   0.128539E+06   0.128521E+06   0.139381E-01
   0.434656E+00   0.273327E+06   0.271854E+06   0.314113E-01  -0.563048E-01   0.000000E+00   0.273062E+06   0.273062E+06   0.273062E+06  -0.607151E-02   0.126290E+06   0.126272E+06   0.135753E-01
   0.439488E+00   0.268573E+06   0.267121E+06   0.301898E-01  -0.541155E-01   0.000000E+00   0.268312E+06   0.268312E+06   0.268312E+06  -0.596590E-02   0.124093E+06   0.124075E+06   0.132272E-01
   0.444320E+00   0.263952E+06   0.262520E+06   0.290284E-01  -0.520338E-01   0.000000E+00   0.263695E+06   0.263695E+06   0.263695E+06  -0.586323E-02   0.121957E+06   0.121940E+06   0.128867E-01
   0.449152E+00   0.259477E+06   0.258066E+06   0.279255E-01  -0.500568E-01   0.000000E+00   0.259223E+06   0.259223E+06   0.259223E+06  -0.576381E-02   0.119889E+06   0.119872E+06   0.125493E-01
   0.453984E+00   0.255160E+06   0.253771E+06   0.268794E-01  -0.481816E-01   0.000000E+00   0.254910E+06   0.254910E+06   0.254910E+06  -0.566789E-02   0.117894E+06   0.117878E+06   0.122137E-01
   0.458816E+00   0.251001E+06   0.249636E+06   0.258873E-01  -0.464033E-01   0.000000E+00   0.250755E+06   0.250755E+06   0.250755E+06  -0.557553E-02   0.115973E+06   0.115957E+06   0.118814E-01
   0.463648E+00   0.246986E+06   0.245645E+06   0.249451E-01  -0.447143E-01   0.000000E+00   0.246744E+06   0.246744E+06   0.246744E+06  -0.548634E-02   0.114118E+06   0.114102E+06   0.115553E-01
   0.468480E+00   0.243089E+06   0.241773E+06   0.240477E-01  -0.431057E-01   0.000000E+00   0.242852E+06   0.242852E+06   0.242852E+06  -0.539979E-02   0.112318E+06   0.112302E+06   0.112389E-01
   0.473312E+00   0.239291E+06   0.237998E+06   0.231912E-01  -0.415704E-01   0.000000E+00   0.239058E+06   0.239058E+06   0.239058E+06  -0.531544E-02   0.110563E+06   0.110547E+06   0.109355E-01
   0.478144E+00   0.235578E+06   0.234307E+06   0.223723E-01  -0.401024E-01   0.000000E+00   0.235349E+06   0.235349E+06   0.235349E+06  -0.523297E-02   0.108848E+06   0.108832E+06   0.106473E-01
   0.484636E+00   0.230700E+06   0.229456E+06   0.213260E-01  -0.382270E-01   0.000000E+00   0.230476E+06   0.230476E+06   0.230476E+06  -0.512461E-02   0.106594E+06   0.106579E+06   0.102848E-01
   0.504019E+00   0.216849E+06   0.215676E+06   0.185334E-01  -0.332214E-01   0.000000E+00   0.216638E+06   0.216638E+06   0.216638E+06  -0.481693E-02   0.100194E+06   0.100180E+06   0.933035E-02
   0.524177E+00   0.203850E+06   0.202747E+06   0.161082E-01  -0.288741E-01   0.000000E+00   0.203652E+06   0.203652E+06   0.203652E+06  -0.452818E-02   0.941877E+05   0.941744E+05   0.844009E-02
   0.545141E+00   0.191687E+06   0.190652E+06   0.140045E-01  -0.251031E-01   0.000000E+00   0.191500E+06   0.191500E+06   0.191500E+06  -0.425799E-02   0.885677E+05   0.885553E+05   0.762212E-02
   0.566944E+00   0.180115E+06   0.179141E+06   0.121664E-01  -0.218084E-01   0.000000E+00   0.179940E+06   0.179940E+06   0.179940E+06  -0.400095E-02   0.832211E+05   0.832094E+05   0.690033E-02
   0.589619E+00   0.169235E+06   0.168320E+06   0.105691E-01  -0.189453E-01   0.000000E+00   0.169070E+06   0.169070E+06   0.169070E+06  -0.375927E-02   0.781941E+05   0.781830E+05   0.623813E-02
   0.736345E+00   0.118489E+06   0.117848E+06   0.474466E-02  -0.850487E-02   0.000000E+00   0.118373E+06   0.118373E+06   0.118373E+06  -0.263202E-02   0.547469E+05   0.547392E+05   0.351777E-02
   0.919583E+00   0.824832E+05   0.820375E+05   0.211774E-02  -0.379610E-02   0.000000E+00   0.824030E+05   0.824030E+05   0.824030E+05  -0.183222E-02   0.381109E+05   0.381055E+05   0.198016E-02
   0.114842E+01   0.571257E+05   0.568169E+05   0.940405E-03  -0.168571E-02   0.000000E+00   0.570701E+05   0.570701E+05   0.570701E+05  -0.126895E-02   0.263946E+05   0.263907E+05   0.111512E-02
   0.143420E+01   0.393810E+05   0.391681E+05   0.415667E-03  -0.745110E-03   0.000000E+00   0.393427E+05   0.393427E+05   0.393427E+05  -0.874782E-03   0.181958E+05   0.181931E+05   0.630324E-03
   0.179110E+01   0.270350E+05   0.268887E+05   0.182960E-03  -0.327975E-03   0.000000E+00   0.270087E+05   0.270087E+05   0.270087E+05  -0.600535E-03   0.124914E+05   0.124894E+05   0.359218E-03
   0.223682E+01   0.184891E+05   0.183889E+05   0.802256E-04  -0.143817E-03   0.000000E+00   0.184710E+05   0.184710E+05   0.184710E+05  -0.410702E-03   0.854275E+04   0.854136E+04   0.207614E-03
   0.279345E+01   0.126010E+05   0.125325E+05   0.350560E-04  -0.628466E-04   0.000000E+00   0.125887E+05   0.125887E+05   0.125887E+05  -0.279908E-03   0.582220E+04   0.582118E+04   0.122592E-03
   0.348859E+01   0.856105E+04   0.851434E+04   0.152698E-04  -0.273770E-04   0.000000E+00   0.855264E+04   0.855264E+04   0.855264E+04  -0.190167E-03   0.395556E+04   0.395478E+04   0.745803E-04
   0.435673E+01   0.579960E+04   0.576775E+04   0.663184E-05  -0.118916E-04   0.000000E+00   0.579387E+04   0.579387E+04   0.579387E+04  -0.128826E-03   0.267965E+04   0.267903E+04   0.471326E-04
   0.544089E+01   0.391855E+04   0.389681E+04   0.287252E-05  -0.515173E-05   0.000000E+00   0.391463E+04   0.391463E+04   0.391463E+04  -0.870416E-04   0.181052E+04   0.181001E+04   0.311344E-04
   0.679485E+01   0.264118E+04   0.262630E+04   0.124107E-05  -0.222646E-05   0.000000E+00   0.263850E+04   0.263850E+04   0.263850E+04  -0.586669E-04   0.122031E+04   0.121987E+04   0.215467E-04
   0.848574E+01   0.177623E+04   0.176599E+04   0.534917E-06  -0.960084E-06   0.000000E+00   0.177439E+04   0.177439E+04   0.177439E+04  -0.394533E-04   0.820666E+03   0.820270E+03   0.155862E-04
   0.105974E+02   0.119207E+04   0.118494E+04   0.230024E-06  -0.413153E-06   0.000000E+00   0.119079E+04   0.119079E+04   0.119079E+04  -0.264770E-04   0.550756E+03   0.550384E+03   0.117136E-04
   0.132346E+02   0.798485E+03   0.793450E+03   0.986861E-07  -0.177455E-06   0.000000E+00   0.797579E+03   0.797579E+03   0.797579E+03  -0.177341E-04   0.368901E+03   0.368541E+03   0.907358E-05
   0.165280E+02   0.533887E+03   0.530247E+03   0.422374E-07  -0.760850E-07   0.000000E+00   0.533232E+03   0.533232E+03   0.533232E+03  -0.118564E-04   0.246643E+03   0.246287E+03   0.718688E-05
   0.206409E+02   0.356364E+03   0.353650E+03   0.180300E-07  -0.325685E-07   0.000000E+00   0.355875E+03   0.355875E+03   0.355875E+03  -0.791286E-05   0.164618E+03   0.164260E+03   0.578069E-05
   0.257774E+02   0.237482E+03   0.235378E+03   0.767276E-08  -0.139198E-07   0.000000E+00   0.237103E+03   0.237103E+03   0.237103E+03  -0.527198E-05   0.109687E+03   0.109325E+03   0.469616E-05
   0.321921E+02   0.158008E+03   0.156302E+03   0.325257E-08  -0.594078E-08   0.000000E+00   0.157701E+03   0.157701E+03   0.157701E+03  -0.350648E-05   0.729655E+02   0.725951E+02   0.383767E-05
